Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Fdate,Continent,Continent_name_x,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_100k,Continent_code,Continent_name_y
Sudan,12.8628,30.2176,5/15/20,1964,91,205,2020-05-15,AF,Africa,Sudan,2020-05-15,1.964,146,0.091,1,44.79,3.33,2.075,0.023,43849269.0,23.25800000000001,19.7,3.548,2.0340000000000003,4466.507000000001,431.38800000000003,15.67,1.9,24.7,0.8,AF,Africa
Cuba,22.0,-80.0,5/15/20,1840,79,1425,2020-05-15,,North America,Cuba,2020-05-15,1.83,20,0.079,0,161.566,1.766,6.975,0.0,11326616.0,110.40799999999999,43.1,14.738,9.719,661.24,190.968,8.27,17.1,53.3,5.2,,North America
Iceland,64.9631,-19.0208,5/15/20,1802,10,1782,2020-05-15,EU,Europe,Iceland,2020-05-15,1.802,0,0.01,0,5280.585999999998,0.0,29.304000000000002,0.0,341250.0,3.404,37.3,14.431,9.207,46482.958,117.992,5.31,14.3,15.2,2.91,EU,Europe
Estonia,58.5953,25.0136,5/15/20,1766,63,923,2020-05-15,EU,Europe,Estonia,2020-05-15,1.758,7,0.062,1,1325.253,5.277,46.738,0.754,1326539.0,31.033,42.7,19.452,13.491,29481.252,255.56900000000002,4.02,24.5,39.3,4.69,EU,Europe
Guatemala,15.7835,-90.2308,5/15/20,1643,30,135,2020-05-15,,North America,Guatemala,2020-05-15,1.518,176,0.029,0,84.73100000000002,9.824,1.619,0.0,17915567.0,157.834,22.9,4.694,3.016,7423.808000000001,155.898,10.18,1.9,24.7,0.6,,North America
China,23.3417,113.4244,5/15/20,1589,8,1579,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
Australia,-37.8136,144.9631,5/15/20,1551,18,1417,2020-05-15,OC,Oceania,Australia,2020-05-15,6.989,14,0.098,0,274.08,0.5489999999999999,3.843,0.0,25499881.0,3.202,37.9,15.504000000000001,10.129,44648.71,107.791,5.07,13.0,16.5,3.84,OC,Oceania
Lithuania,55.1694,23.8813,5/15/20,1523,54,965,2020-05-15,EU,Europe,Lithuania,2020-05-15,1.511,6,0.054000000000000006,0,555.047,2.204,19.836,0.0,2722291.0,45.135,43.5,19.002,13.777999999999999,29524.265,342.9890000000001,3.67,21.3,38.0,6.56,EU,Europe
New Zealand,-40.9006,174.886,5/15/20,1498,21,1428,2020-05-15,OC,Oceania,New Zealand,2020-05-15,1.148,1,0.021,0,238.06400000000002,0.207,4.355,0.0,4822233.0,18.206,37.9,15.322000000000001,9.72,36085.843,128.797,8.08,14.8,17.2,2.61,OC,Oceania
Slovakia,48.669,19.699,5/15/20,1480,27,1131,2020-05-15,EU,Europe,Slovakia,2020-05-15,1.477,8,0.027000000000000003,0,270.531,1.465,4.945,0.0,5459643.0,113.12799999999999,41.2,15.07,9.167,30155.152000000002,287.959,7.29,23.1,37.7,5.82,EU,Europe
Slovenia,46.1512,14.9955,5/15/20,1465,103,270,2020-05-15,EU,Europe,Slovenia,2020-05-15,1.464,1,0.103,0,704.2080000000003,0.48100000000000004,49.545,0.0,2078932.0,102.619,44.5,19.062,12.93,31400.84,153.493,7.25,20.1,25.0,4.5,EU,Europe
Djibouti,11.8251,42.5903,5/15/20,1309,4,935,2020-05-15,AF,Africa,Djibouti,2020-05-15,1.284,16,0.003,0,1299.593,16.194000000000006,3.036,0.0,988002.0,41.285,25.4,4.213,2.38,2705.406,258.03700000000003,6.05,1.7,24.5,1.4,AF,Africa
Somalia,5.1521,46.1996,5/15/20,1284,53,135,2020-05-15,AF,Africa,Somalia,2020-05-15,1.284,65,0.053,1,80.789,4.09,3.335,0.063,15893219.0,23.5,16.8,2.7310000000000003,1.496,661.24,365.769,6.05,1.9,24.7,0.9,AF,Africa
China,33.882,113.614,5/15/20,1276,22,1254,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,29.1832,120.0934,5/15/20,1268,1,1267,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
El Salvador,13.7942,-88.8965,5/15/20,1210,25,417,2020-05-15,,North America,El Salvador,2020-05-15,1.21,98,0.023,3,186.55,15.109000000000002,3.5460000000000003,0.46299999999999997,6486201.0,307.811,27.6,8.273,5.4170000000000025,7292.4580000000005,167.295,8.87,2.5,18.8,1.3,,North America
France,-12.8275,45.1662,5/15/20,1210,16,627,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.3770000000000024,65273512.0,122.57799999999999,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
Gabon,-0.8037,11.6094,5/15/20,1209,10,219,2020-05-15,AF,Africa,Gabon,2020-05-15,1.104,100,0.01,1,496.017,44.928999999999995,4.493,0.449,2225728.0,7.859,23.1,4.45,2.9760000000000004,16562.413,259.967,7.2,1.9,24.7,6.3,AF,Africa
Tajikistan,38.861034,71.276093,5/15/20,1118,33,0,2020-05-15,AS,Asia,Tajikistan,2020-05-15,0.907,106,0.029,6,95.09700000000001,11.114,3.0410000000000004,0.629,9537642.0,64.281,23.3,3.466,2.155,2896.913,427.69800000000004,7.11,1.9,24.7,4.8,AS,Asia
Kyrgyzstan,41.2044,74.7661,5/15/20,1111,14,745,2020-05-15,AS,Asia,Kyrgyzstan,2020-05-15,1.111,29,0.014,2,170.28900000000004,4.445,2.146,0.307,6524191.0,32.333,26.3,4.489,2.8819999999999997,3393.474,436.36199999999997,7.11,3.6,50.5,4.5,AS,Asia
Australia,-28.0167,153.4,5/15/20,1055,6,1036,2020-05-15,OC,Oceania,Australia,2020-05-15,6.989,14,0.098,0,274.08,0.5489999999999999,3.843,0.0,25499881.0,3.202,37.9,15.504000000000001,10.129,44648.71,107.791,5.07,13.0,16.5,3.84,OC,Oceania
China,22.3,114.2,5/15/20,1052,4,1019,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
Tunisia,34.0,9.0,5/15/20,1035,45,802,2020-05-15,AF,Africa,Tunisia,2020-05-15,1.032,0,0.045,0,87.32,0.0,3.8080000000000003,0.0,11818618.0,74.22800000000002,32.7,8.001,5.075,10849.296999999999,318.991,8.52,1.1,65.8,2.3,AF,Africa
Canada,44.682,-63.7443,5/15/20,1034,55,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000002,1123,5.472,168,1944.8010000000002,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.59899999999999,7.37,12.0,16.6,2.5,,North America
Maldives,3.2028,73.2207,5/15/20,1031,4,49,2020-05-15,AS,Asia,Maldives,2020-05-15,0.982,27,0.004,0,1816.695,49.95,7.4,0.0,540542.0,1454.433,30.6,4.12,2.875,15183.616000000002,164.905,9.19,2.1,55.0,0.7,AS,Asia
China,27.6104,111.7088,5/15/20,1019,4,1015,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,31.8257,117.2264,5/15/20,991,6,985,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
Latvia,56.8796,24.6032,5/15/20,970,19,662,2020-05-15,EU,Europe,Latvia,2020-05-15,0.962,11,0.019,0,510.02,5.8320000000000025,10.073,0.0,1886202.0,31.212,43.9,19.754,14.136,25063.846,350.06,4.91,25.6,51.0,5.57,EU,Europe
China,47.862,127.7615,5/15/20,945,13,931,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
Kosovo,42.602636,20.902977,5/15/20,944,29,690,2020-05-15,EU,Europe,Kosovo,2020-05-15,0.944,25,0.029,0,488.417,12.935,15.004000000000001,0.0,809.0,0.13699999999999998,32.4,6.933,1.726,661.24,79.37,2.42,1.9,24.7,0.7,SA,South America
China,27.614,115.7221,5/15/20,937,1,936,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
Sri Lanka,7.0,81.0,5/15/20,935,9,477,2020-05-15,AS,Asia,Sri Lanka,2020-05-15,0.925,10,0.009000000000000001,0,43.198,0.467,0.42,0.0,21413250.0,341.955,34.1,10.068999999999999,5.331,11669.077,197.093,10.68,0.3,27.0,3.6,AS,Asia
Albania,41.1533,20.1683,5/15/20,916,31,705,2020-05-15,EU,Europe,Albania,2020-05-15,0.898,18,0.031,0,312.0440000000001,6.255,10.772,0.0,2877800.0,104.87100000000001,38.0,13.187999999999999,8.642999999999999,11803.431,304.195,10.08,7.1,51.2,2.89,EU,Europe
Guinea-Bissau,11.8037,-15.1804,5/15/20,913,3,26,2020-05-15,AF,Africa,Guinea-Bissau,2020-05-15,0.913,93,0.003,0,463.923,47.256,1.524,0.0,1967998.0,66.191,19.4,3.002,1.565,1548.675,382.474,2.42,1.9,24.7,0.7,AF,Africa
United States,35.1264,33.4299,5/15/20,910,17,481,2020-05-15,,North America,United States,2020-05-15,1417.889,27143,85.906,1773,4283.6179999999995,82.00200000000002,259.533,5.356,331002647.0,35.60800000000001,38.3,15.413,9.732000000000001,54225.445999999996,151.089,10.79,19.1,24.6,2.77,,North America
Lebanon,33.8547,35.8623,5/15/20,891,26,246,2020-05-15,AS,Asia,Lebanon,2020-05-15,0.8859999999999999,8,0.026,0,129.808,1.172,3.8089999999999997,0.0,6825442.0,594.561,31.1,8.514,5.43,13367.565,266.591,12.71,26.9,40.7,2.9,AS,Asia
Niger,17.6078,8.0817,5/15/20,885,51,684,2020-05-15,AF,Africa,Niger,2020-05-15,0.8759999999999999,16,0.05,1,36.188,0.6609999999999999,2.066,0.040999999999999995,24206636.0,16.955,15.1,2.553,1.3780000000000001,926.0,238.33900000000003,2.42,0.1,15.4,0.3,AF,Africa
Costa Rica,9.7489,-83.7534,5/15/20,843,9,542,2020-05-15,,North America,Costa Rica,2020-05-15,0.83,15,0.008,1,162.933,2.945,1.57,0.196,5094114.0,96.079,33.6,9.468,5.694,15524.995,137.97299999999998,8.78,6.4,17.4,1.13,,North America
Mali,17.570692,-3.996166000000001,5/15/20,806,46,455,2020-05-15,AF,Africa,Mali,2020-05-15,0.779,21,0.046,2,38.468,1.037,2.272,0.099,20250834.0,15.196,16.4,2.519,1.486,2014.306,268.024,2.42,1.6,23.0,0.1,AF,Africa
China,36.3427,118.1498,5/15/20,788,7,780,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
Kenya,-0.0236,37.9062,5/15/20,781,45,284,2020-05-15,AF,Africa,Kenya,2020-05-15,0.758,21,0.042,2,14.097000000000001,0.391,0.7809999999999999,0.037000000000000005,53771300.0,87.324,20.0,2.6860000000000004,1.528,2993.028,218.637,2.92,1.2,20.4,1.4,AF,Africa
Burkina Faso,12.2383,-1.5616,5/15/20,780,51,595,2020-05-15,AF,Africa,Burkina Faso,2020-05-15,0.773,0,0.051,0,36.98,0.0,2.44,0.0,20903278.0,70.15100000000001,17.6,2.4090000000000003,1.358,1703.102,269.048,2.42,1.6,23.9,0.4,AF,Africa
Andorra,42.5063,1.5218,5/15/20,761,49,604,2020-05-15,EU,Europe,Andorra,2020-05-15,0.7609999999999999,1,0.049,0,9849.22,12.942,634.181,0.0,77265.0,163.755,32.4,6.933,1.726,661.24,109.135,7.97,29.0,37.8,0.7,EU,Europe
Paraguay,-23.4425,-58.4438,5/15/20,759,11,193,2020-05-15,SA,South America,Paraguay,2020-05-15,0.754,14,0.011,0,105.713,1.963,1.5419999999999998,0.0,7132530.0,17.144000000000002,26.5,6.377999999999999,3.833,8827.01,199.128,8.27,5.0,21.6,1.3,SA,South America
Uruguay,-32.5228,-55.7658,5/15/20,732,19,553,2020-05-15,SA,South America,Uruguay,2020-05-15,0.7240000000000001,5,0.019,0,208.422,1.439,5.47,0.0,3473727.0,19.750999999999998,35.6,14.655,10.360999999999999,20551.409,160.708,6.93,14.0,19.9,2.8,SA,South America
Georgia,42.3154,43.3569,5/15/20,671,12,393,2020-05-15,AS,Asia,Georgia,2020-05-15,0.667,20,0.012,1,167.202,5.013999999999999,3.008,0.251,3989175.0,65.032,38.7,14.864,10.244000000000002,9745.079,496.218,7.11,5.3,55.5,2.6,AS,Asia
China,31.202,121.4491,5/15/20,665,7,640,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
Zambia,-15.4167,28.2833,5/15/20,654,7,124,2020-05-15,AF,Africa,Zambia,2020-05-15,0.654,208,0.006999999999999999,0,35.574,11.314,0.381,0.0,18383956.0,22.995,17.7,2.48,1.5419999999999998,3689.2509999999997,234.49900000000002,3.94,3.1,24.7,2.0,AF,Africa
China,32.9711,119.455,5/15/20,653,0,653,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
San Marino,43.9424,12.4578,5/15/20,652,41,189,2020-05-15,EU,Europe,San Marino,2020-05-15,0.648,5,0.041,0,19093.641,147.327,1208.085,0.0,33938.0,556.6669999999998,32.4,6.933,1.726,56861.47,79.37,5.64,1.9,24.7,3.8,EU,Europe
Jordan,31.24,36.51,5/15/20,596,9,401,2020-05-15,AS,Asia,Jordan,2020-05-15,0.586,4,0.009000000000000001,0,57.433,0.392,0.882,0.0,10203140.0,109.285,23.2,3.81,2.3609999999999998,8337.49,208.257,11.75,1.9,24.7,1.4,AS,Asia
Equatorial Guinea,1.5,10.0,5/15/20,594,7,22,2020-05-15,AF,Africa,Equatorial Guinea,2020-05-15,0.594,72,0.006999999999999999,1,423.38300000000004,51.318999999999996,4.989,0.713,1402985.0,45.193999999999996,22.4,2.846,1.7519999999999998,22604.873,202.812,7.78,1.9,24.7,2.1,AF,Africa
China,40.1824,116.4142,5/15/20,593,9,576,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
Canada,52.9399,-106.4509,5/15/20,590,7,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000002,1123,5.472,168,1944.8010000000002,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.59899999999999,7.37,12.0,16.6,2.5,,North America
China,30.0572,107.874,5/15/20,579,6,573,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,30.6171,102.7103,5/15/20,561,3,558,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
Australia,-31.9505,115.8605,5/15/20,552,9,538,2020-05-15,OC,Oceania,Australia,2020-05-15,6.989,14,0.098,0,274.08,0.5489999999999999,3.843,0.0,25499881.0,3.202,37.9,15.504000000000001,10.129,44648.71,107.791,5.07,13.0,16.5,3.84,OC,Oceania
United Kingdom,49.3723,-2.3644,5/15/20,549,43,457,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.151,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.89799999999997,40.8,18.517,12.527000000000001,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
Malta,35.9375,14.3754,5/15/20,532,6,458,2020-05-15,EU,Europe,Malta,2020-05-15,0.522,14,0.006,0,1182.229,31.706999999999997,13.589,0.0,441539.0,1454.037,42.4,19.426,11.324000000000002,36513.323,168.71099999999996,8.83,20.9,30.2,4.485,EU,Europe
Jamaica,18.1096,-77.2975,5/15/20,511,9,121,2020-05-15,,North America,Jamaica,2020-05-15,0.509,0,0.009000000000000001,0,171.892,0.0,3.0389999999999997,0.0,2961161.0,266.879,31.4,9.684,6.39,8193.571,206.537,11.28,5.3,28.6,1.7,,North America
Tanzania,-6.369,34.8888,5/15/20,509,21,183,2020-05-15,AF,Africa,Tanzania,2020-05-15,0.509,0,0.021,0,8.521,0.0,0.35200000000000004,0.0,59734213.0,64.699,17.7,3.108,1.874,2683.304,217.28799999999998,5.75,3.3,26.7,0.7,AF,Africa
Venezuela,6.4238,-66.5897,5/15/20,459,10,229,2020-05-15,SA,South America,Venezuela,2020-05-15,0.455,15,0.01,0,16.000999999999998,0.528,0.35200000000000004,0.0,28435943.0,36.253,29.0,6.614,3.915,16745.022,204.85,6.47,1.9,24.7,0.8,SA,South America
Sierra Leone,8.460555000000001,-11.779889,5/15/20,447,27,97,2020-05-15,AF,Africa,Sierra Leone,2020-05-15,0.408,21,0.026,5,51.147,2.633,3.259,0.627,7976985.0,104.7,19.1,2.5380000000000003,1.285,1390.3,325.721,2.42,8.8,41.3,0.7,AF,Africa
France,-21.1351,55.2471,5/15/20,441,0,354,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.3770000000000024,65273512.0,122.57799999999999,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
Australia,-34.9285,138.6007,5/15/20,439,4,435,2020-05-15,OC,Oceania,Australia,2020-05-15,6.989,14,0.098,0,274.08,0.5489999999999999,3.843,0.0,25499881.0,3.202,37.9,15.504000000000001,10.129,44648.71,107.791,5.07,13.0,16.5,3.84,OC,Oceania
Chad,15.4542,18.7322,5/15/20,428,48,88,2020-05-15,AF,Africa,Chad,2020-05-15,0.399,27,0.046,4,24.291,1.6440000000000001,2.8,0.244,16425859.0,11.833,16.7,2.4859999999999998,1.446,1768.1529999999998,280.995,6.1,1.9,24.7,0.7,AF,Africa
Palestine,31.9522,35.2332,5/15/20,375,2,315,2020-05-15,AS,Asia,Palestine,2020-05-15,0.5479999999999999,0,0.004,0,107.421,0.0,0.784,0.0,5101416.0,778.202,20.4,3.043,1.726,4449.898,265.91,10.59,1.9,24.7,0.7,AS,Asia
China,26.0789,117.9874,5/15/20,356,1,355,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
Benin,9.3077,2.3158,5/15/20,339,2,83,2020-05-15,AF,Africa,Benin,2020-05-15,0.339,12,0.002,0,27.963,0.99,0.165,0.0,12123198.0,99.11,18.8,3.2439999999999998,1.942,2064.236,235.84799999999998,0.99,0.6,12.3,0.5,AF,Africa
United Kingdom,54.2361,-4.5481,5/15/20,334,24,285,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.151,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.89799999999997,40.8,18.517,12.527000000000001,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
Mauritius,-20.2,57.5,5/15/20,332,10,322,2020-05-15,AF,Africa,Mauritius,2020-05-15,0.332,0,0.01,0,261.05400000000003,0.0,7.862999999999999,0.0,1271767.0,622.962,37.4,10.945,5.8839999999999995,20292.745,224.644,22.02,3.2,40.7,3.4,AF,Africa
China,39.549,116.1306,5/15/20,328,6,321,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
Montenegro,42.5,19.3,5/15/20,324,9,311,2020-05-15,EU,Europe,Montenegro,2020-05-15,0.324,0,0.009000000000000001,0,515.873,0.0,14.33,0.0,628062.0,46.28,39.1,14.762,9.395,16409.288,387.305,10.08,44.0,47.9,3.861,EU,Europe
Vietnam,16.0,108.0,5/15/20,314,0,260,2020-05-15,AS,Asia,Vietnam,2020-05-15,0.312,24,0.0,0,3.205,0.247,0.0,0.0,97338583.0,308.127,32.6,7.15,4.718,6171.884,245.465,6.0,1.0,45.9,2.6,AS,Asia
Haiti,18.9712,-72.2852,5/15/20,310,20,29,2020-05-15,,North America,Haiti,2020-05-15,0.273,39,0.02,2,23.941999999999997,3.42,1.754,0.175,11402533.0,398.44800000000004,24.3,4.8,2.9539999999999997,1653.1729999999998,430.548,6.65,2.9,23.1,0.7,,North America
China,35.1917,108.8701,5/15/20,308,3,301,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
Central African Republic,6.6111,20.9394,5/15/20,301,0,13,2020-05-15,AF,Africa,Central African Republic,2020-05-15,0.221,24,0.0,0,45.758,4.968999999999999,0.0,0.0,4829764.0,7.479,18.3,3.655,2.251,661.24,435.727,6.1,1.9,24.7,1.0,AF,Africa
Canada,53.7609,-98.8139,5/15/20,289,7,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000002,1123,5.472,168,1944.8010000000002,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.59899999999999,7.37,12.0,16.6,2.5,,North America
Ethiopia,9.145,40.4897,5/15/20,287,5,112,2020-05-15,AF,Africa,Ethiopia,2020-05-15,0.272,9,0.005,0,2.366,0.078,0.043,0.0,114963583.0,104.95700000000001,19.8,3.5260000000000002,2.063,1729.9270000000001,182.63400000000001,7.47,0.4,8.5,0.3,AF,Africa
Rwanda,-1.9403,29.8739,5/15/20,287,0,177,2020-05-15,AF,Africa,Rwanda,2020-05-15,0.287,0,0.0,0,22.158,0.0,0.0,0.0,12952209.0,494.869,20.3,2.9739999999999998,1.642,1854.211,191.375,4.28,4.7,21.0,0.7,AF,Africa
Nepal,28.1667,84.25,5/15/20,267,0,36,2020-05-15,AS,Asia,Nepal,2020-05-15,0.258,39,0.0,0,8.855,1.339,0.0,0.0,29136808.0,204.43,25.0,5.809,3.2119999999999997,2442.804,260.797,7.26,9.5,37.8,0.3,AS,Asia
Togo,8.6195,0.8248,5/15/20,263,11,96,2020-05-15,AF,Africa,Togo,2020-05-15,0.238,19,0.011,0,28.748,2.295,1.329,0.0,8278737.0,143.366,19.4,2.839,1.525,1429.8129999999999,280.033,6.15,0.9,14.2,0.7,AF,Africa
Canada,53.1355,-57.6604,5/15/20,260,3,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000002,1123,5.472,168,1944.8010000000002,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.59899999999999,7.37,12.0,16.6,2.5,,North America
China,23.8298,108.7881,5/15/20,254,2,252,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
Madagascar,-18.7669,46.8691,5/15/20,238,0,112,2020-05-15,AF,Africa,Madagascar,2020-05-15,0.23,18,0.0,0,8.306000000000001,0.65,0.0,0.0,27691019.0,43.951,19.6,2.929,1.686,1416.44,405.994,3.94,1.9,24.7,0.2,AF,Africa
South Sudan,6.877000000000002,31.307,5/15/20,236,4,4,2020-05-15,AF,Africa,South Sudan,2020-05-15,0.231,28,0.001,1,20.636999999999997,2.501,0.08900000000000001,0.08900000000000001,11193729.0,0.13699999999999998,19.2,3.4410000000000003,2.032,1569.888,280.775,10.43,1.9,24.7,0.7,AF,Africa
