Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Fdate,Continent,Continent_name_x,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_100k,Continent_code,Continent_name_y
Sao Tome and Principe,0.18636,6.613081,5/15/20,235,7,4,2020-05-15,AF,Africa,Sao Tome and Principe,2020-05-15,0.235,0,0.006999999999999999,0,1072.271,0.0,31.94,0.0,219161.0,212.84099999999998,18.7,2.886,2.162,3052.7140000000004,270.113,2.42,1.9,24.7,2.9,AF,Africa
Australia,-41.4545,145.9707,5/15/20,228,13,191,2020-05-15,OC,Oceania,Australia,2020-05-15,6.989,14,0.098,0,274.08,0.5489999999999999,3.843,0.0,25499881.0,3.202,37.9,15.504000000000001,10.129,44648.71,107.791,5.07,13.0,16.5,3.84,OC,Oceania
Liberia,6.4281,-9.4295,5/15/20,219,20,108,2020-05-15,AF,Africa,Liberia,2020-05-15,0.215,2,0.02,0,42.51,0.395,3.9539999999999997,0.0,5057677.0,49.126999999999995,19.2,3.057,1.756,752.788,272.509,2.42,1.5,18.1,0.8,AF,Africa
China,44.0935,113.9448,5/15/20,209,1,196,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
Uganda,1.0,32.0,5/15/20,203,0,63,2020-05-15,AF,Africa,Uganda,2020-05-15,0.16,21,0.0,0,3.498,0.45899999999999996,0.0,0.0,45741000.0,213.75900000000001,16.4,2.168,1.308,1697.707,213.333,2.5,3.4,16.7,0.5,AF,Africa
China,37.5777,112.2922,5/15/20,198,0,198,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
France,14.6415,-61.0242,5/15/20,192,14,91,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.3770000000000024,65273512.0,122.57799999999999,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
China,39.3054,117.323,5/15/20,191,3,187,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
France,3.9339,-53.1258,5/15/20,189,1,124,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.3770000000000024,65273512.0,122.57799999999999,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
Denmark,61.8926,-6.9118,5/15/20,187,0,187,2020-05-15,EU,Europe,Denmark,2020-05-15,10.713,46,0.537,4,1849.555,7.942,92.711,0.691,5792203.0,136.52,42.3,19.677,12.325,46682.515,114.76700000000001,6.41,19.3,18.8,2.5,EU,Europe
Denmark,61.8926,-6.9118,5/15/20,187,0,187,2020-05-15,EU,Europe,Denmark,2020-05-15,0.187,0,0.0,0,3826.87,0.0,0.0,0.0,48865.0,35.308,32.4,6.933,1.726,661.24,79.37,2.42,1.9,24.7,0.7,EU,Europe
China,24.974,101.487,5/15/20,185,2,183,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
Myanmar,21.9162,95.956,5/15/20,182,6,89,2020-05-15,AS,Asia,Myanmar,2020-05-15,0.181,0,0.006,0,3.327,0.0,0.11,0.0,54409794.0,81.721,29.1,5.732,3.12,5591.597,202.104,4.61,6.3,35.2,0.9,AS,Asia
China,19.1959,109.7453,5/15/20,169,6,162,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
France,16.25,-61.5833,5/15/20,155,13,109,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.3770000000000024,65273512.0,122.57799999999999,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
China,41.2956,122.6085,5/15/20,149,2,144,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,26.8154,106.8748,5/15/20,147,2,145,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
United Kingdom,36.1408,-5.3536,5/15/20,147,0,144,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.151,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.89799999999997,40.8,18.517,12.527000000000001,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
Brunei,4.5353,114.7277,5/15/20,141,1,135,2020-05-15,AS,Asia,Brunei,2020-05-15,0.141,0,0.001,0,322.298,0.0,2.286,0.0,437483.0,81.347,32.4,4.591,2.3819999999999997,71809.25099999999,201.285,12.79,2.0,30.9,2.7,AS,Asia
China,43.6661,126.1923,5/15/20,140,1,108,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,37.8099,101.0583,5/15/20,139,2,137,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
United Kingdom,32.3078,-64.7505,5/15/20,122,9,66,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.151,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.89799999999997,40.8,18.517,12.527000000000001,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
Cambodia,11.55,104.9167,5/15/20,122,0,122,2020-05-15,AS,Asia,Cambodia,2020-05-15,0.122,0,0.0,0,7.2970000000000015,0.0,0.0,0.0,16718971.0,90.67200000000001,25.6,4.412,2.385,3645.07,270.892,4.0,2.0,33.7,0.8,AS,Asia
Canada,46.5653,-66.4619,5/15/20,120,0,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000002,1123,5.472,168,1944.8010000000002,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.59899999999999,7.37,12.0,16.6,2.5,,North America
Mozambique,-18.665695,35.529562,5/15/20,119,0,0,2020-05-15,AF,Africa,Mozambique,2020-05-15,0.115,8,0.0,0,3.679,0.256,0.0,0.0,31255435.0,37.728,17.7,3.158,1.87,1136.103,329.94199999999995,3.3,5.1,29.1,0.7,AF,Africa
Guyana,5.0,-58.75,5/15/20,116,10,43,2020-05-15,SA,South America,Guyana,2020-05-15,0.113,0,0.01,0,143.664,0.0,12.714,0.0,786559.0,3.952,26.3,5.305,2.8369999999999997,7435.047,373.159,11.62,1.9,24.7,1.6,SA,South America
Trinidad and Tobago,10.6918,-61.2225,5/15/20,116,8,107,2020-05-15,,North America,Trinidad and Tobago,2020-05-15,0.116,0,0.008,0,82.887,0.0,5.716,0.0,1399491.0,266.88599999999997,36.2,10.014,5.819,28763.071,228.467,10.97,1.9,24.7,3.0,,North America
Australia,-35.4735,149.0124,5/15/20,107,3,104,2020-05-15,OC,Oceania,Australia,2020-05-15,6.989,14,0.098,0,274.08,0.5489999999999999,3.843,0.0,25499881.0,3.202,37.9,15.504000000000001,10.129,44648.71,107.791,5.07,13.0,16.5,3.84,OC,Oceania
Yemen,15.552727,48.516388,5/15/20,106,15,1,2020-05-15,AS,Asia,Yemen,2020-05-15,0.087,17,0.013,1,2.917,0.57,0.436,0.034,29825968.0,53.508,20.3,2.9219999999999997,1.5830000000000002,1479.1470000000006,495.00300000000004,5.35,7.6,29.2,0.7,AS,Asia
Netherlands,12.5186,-70.0358,5/15/20,101,3,93,2020-05-15,EU,Europe,Netherlands,2020-05-15,43.481,270,5.59,28,2537.574,15.757,326.235,1.6340000000000001,17134873.0,508.54400000000004,43.2,18.779,11.880999999999998,48472.545,109.361,5.29,24.4,27.3,3.32,EU,Europe
Mongolia,46.8625,103.8467,5/15/20,98,0,20,2020-05-15,AS,Asia,Mongolia,2020-05-15,0.061,0,0.0,0,18.607,0.0,0.0,0.0,3278292.0,1.98,28.6,4.0310000000000015,2.421,11840.846000000001,460.043,4.82,5.5,46.5,7.0,AS,Asia
Bahamas,25.0343,-77.3963,5/15/20,96,11,41,2020-05-15,,North America,Bahamas,2020-05-15,0.096,2,0.011,0,244.12099999999998,5.086,27.971999999999998,0.0,393248.0,39.497,34.3,8.996,5.2,27717.847,235.954,13.17,3.1,20.4,2.9,,North America
Monaco,43.7333,7.4167,5/15/20,96,4,87,2020-05-15,EU,Europe,Monaco,2020-05-15,0.096,0,0.004,0,2446.234,0.0,101.926,0.0,39244.0,19347.5,32.4,6.933,1.726,661.24,79.37,5.46,1.9,24.7,13.8,EU,Europe
United Kingdom,19.3133,-81.2546,5/15/20,94,1,55,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.151,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.89799999999997,40.8,18.517,12.527000000000001,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
Barbados,13.1939,-59.5432,5/15/20,85,7,65,2020-05-15,,North America,Barbados,2020-05-15,0.085,0,0.006999999999999999,0,295.785,0.0,24.359,0.0,287371.0,664.4630000000002,39.8,14.952,9.472999999999999,16978.068,170.05,13.57,1.9,14.5,5.8,,North America
Liechtenstein,47.14,9.55,5/15/20,82,1,55,2020-05-15,EU,Europe,Liechtenstein,2020-05-15,0.083,0,0.001,0,2176.364,0.0,26.221,0.0,38137.0,237.012,32.4,6.933,1.726,661.24,79.37,7.77,1.9,24.7,2.397,EU,Europe
Netherlands,18.0425,-63.0548,5/15/20,76,15,46,2020-05-15,EU,Europe,Netherlands,2020-05-15,43.481,270,5.59,28,2537.574,15.757,326.235,1.6340000000000001,17134873.0,508.54400000000004,43.2,18.779,11.880999999999998,48472.545,109.361,5.29,24.4,27.3,3.32,EU,Europe
China,41.1129,85.2401,5/15/20,76,3,73,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
China,37.2692,106.1655,5/15/20,75,0,75,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
Libya,26.3351,17.228331,5/15/20,64,3,28,2020-05-15,AF,Africa,Libya,2020-05-15,0.064,0,0.003,0,9.314,0.0,0.4370000000000001,0.0,6871287.0,3.623,29.0,4.4239999999999995,2.8160000000000003,17881.509,341.86199999999997,10.43,1.9,24.7,3.7,AF,Africa
Malawi,-13.254307999999998,34.301525,5/15/20,63,3,24,2020-05-15,AF,Africa,Malawi,2020-05-15,0.063,0,0.003,0,3.293,0.0,0.157,0.0,19129955.0,197.519,18.1,2.9789999999999996,1.7830000000000001,1095.042,227.34900000000002,3.94,4.4,24.7,1.3,AF,Africa
France,-17.6797,149.4068,5/15/20,60,0,59,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.3770000000000024,65273512.0,122.57799999999999,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
Syria,34.802075,38.99681500000001,5/15/20,50,3,0,2020-05-15,AS,Asia,Syria,2020-05-15,0.048,0,0.003,0,2.7430000000000003,0.0,0.171,0.0,17500657.0,0.13699999999999998,21.7,6.933,2.577,661.24,376.264,2.42,1.9,24.7,1.5,AS,Asia
Angola,-11.2027,17.8739,5/15/20,48,2,17,2020-05-15,AF,Africa,Angola,2020-05-15,0.048,3,0.002,0,1.46,0.091,0.061,0.0,32866268.0,23.89,16.8,2.405,1.3619999999999999,5819.495,276.045,3.94,1.9,24.7,0.7,AF,Africa
China,22.1667,113.55,5/15/20,45,0,43,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
Zimbabwe,-20.0,30.0,5/15/20,42,4,13,2020-05-15,AF,Africa,Zimbabwe,2020-05-15,0.037000000000000005,0,0.004,0,2.489,0.0,0.26899999999999996,0.0,14862927.0,42.729,19.6,2.822,1.882,1899.775,307.846,1.82,1.6,30.7,1.7,AF,Africa
France,18.0708,-63.0501,5/15/20,39,3,30,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.3770000000000024,65273512.0,122.57799999999999,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
Eritrea,15.1794,39.7823,5/15/20,39,0,39,2020-05-15,AF,Africa,Eritrea,2020-05-15,0.039,0,0.0,0,10.997,0.0,0.0,0.0,3546427.0,44.303999999999995,19.3,3.6069999999999998,2.171,1510.4589999999994,311.11,6.05,0.2,11.4,0.7,AF,Africa
Mauritania,21.0079,10.9408,5/15/20,29,3,7,2020-05-15,AF,Africa,Mauritania,2020-05-15,0.016,7,0.002,0,3.4410000000000003,1.505,0.43,0.0,4649660.0,4.289,20.3,3.138,1.7919999999999998,3597.633,232.347,2.42,1.9,24.7,0.7,AF,Africa
Australia,-12.4634,130.8456,5/15/20,29,0,27,2020-05-15,OC,Oceania,Australia,2020-05-15,6.989,14,0.098,0,274.08,0.5489999999999999,3.843,0.0,25499881.0,3.202,37.9,15.504000000000001,10.129,44648.71,107.791,5.07,13.0,16.5,3.84,OC,Oceania
Canada,46.5107,-63.4168,5/15/20,27,0,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000002,1123,5.472,168,1944.8010000000002,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.59899999999999,7.37,12.0,16.6,2.5,,North America
Nicaragua,12.8654,-85.2072,5/15/20,25,8,7,2020-05-15,,North America,Nicaragua,2020-05-15,0.025,0,0.008,0,3.7739999999999996,0.0,1.208,0.0,6624554.0,51.667,27.3,5.445,3.5189999999999997,5321.444,137.016,11.47,1.9,24.7,0.9,,North America
Antigua and Barbuda,17.0608,-61.7964,5/15/20,25,3,19,2020-05-15,,North America,Antigua and Barbuda,2020-05-15,0.025,0,0.003,0,255.29,0.0,30.635,0.0,97928.0,231.845,32.1,6.933,4.631,21490.943,191.511,13.17,1.9,24.7,3.8,,North America
Botswana,-22.3285,24.6849,5/15/20,24,1,17,2020-05-15,AF,Africa,Botswana,2020-05-15,0.024,0,0.001,0,10.206,0.0,0.425,0.0,2351625.0,4.044,25.8,3.9410000000000003,2.242,15807.374,237.372,4.81,5.7,34.4,1.8,AF,Africa
Gambia,13.4432,-15.3101,5/15/20,23,1,10,2020-05-15,AF,Africa,Gambia,2020-05-15,0.023,0,0.001,0,9.517000000000001,0.0,0.414,0.0,2416664.0,207.56599999999997,17.5,2.339,1.4169999999999998,1561.767,331.43,1.91,0.7,31.2,1.1,AF,Africa
Grenada,12.1165,-61.679,5/15/20,22,0,14,2020-05-15,,North America,Grenada,2020-05-15,0.021,0,0.0,0,186.635,0.0,0.0,0.0,112519.0,317.132,29.4,7.3039999999999985,5.021,13593.877,243.96400000000003,10.71,1.9,24.7,3.7,,North America
Bhutan,27.5142,90.4336,5/15/20,21,0,5,2020-05-15,AS,Asia,Bhutan,2020-05-15,0.02,5,0.0,0,25.92,6.48,0.0,0.0,771612.0,21.188000000000002,28.6,4.885,2.977,8708.597,217.06599999999997,9.75,1.9,24.7,1.7,AS,Asia
Laos,19.85627,102.495496,5/15/20,19,0,14,2020-05-15,AS,Asia,Laos,2020-05-15,0.019,0,0.0,0,2.611,0.0,0.0,0.0,7275556.0,29.715,24.4,4.029,2.322,6397.36,368.111,4.0,7.3,51.2,1.5,AS,Asia
Belize,13.1939,-59.5432,5/15/20,18,2,16,2020-05-15,,North America,Belize,2020-05-15,0.018000000000000002,0,0.002,0,45.269,0.0,5.03,0.0,397621.0,16.426,25.0,3.853,2.279,7824.361999999999,176.957,17.11,1.9,24.7,1.3,,North America
China,35.7452,95.9956,5/15/20,18,0,18,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
Fiji,-17.7134,178.065,5/15/20,18,0,15,2020-05-15,OC,Oceania,Fiji,2020-05-15,0.018000000000000002,0,0.0,0,20.079,0.0,0.0,0.0,896444.0,49.562,28.6,6.224,3.284,8702.975,412.82,14.49,10.2,34.8,2.3,OC,Oceania
France,-20.9043,165.618,5/15/20,18,0,18,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.3770000000000024,65273512.0,122.57799999999999,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
Saint Lucia,13.9094,-60.9789,5/15/20,18,0,18,2020-05-15,,North America,Saint Lucia,2020-05-15,0.018000000000000002,0,0.0,0,98.024,0.0,0.0,0.0,183629.0,293.187,34.9,9.721,6.405,12951.839,204.62,11.62,1.9,24.7,1.3,,North America
Saint Vincent and the Grenadines,12.9843,-61.2872,5/15/20,17,0,14,2020-05-15,,North America,Saint Vincent and the Grenadines,2020-05-15,0.017,0,0.0,0,153.226,0.0,0.0,0.0,110947.0,281.7870000000001,31.8,7.724,4.832,10727.146,252.675,11.62,1.9,24.7,2.6,,North America
Netherlands,12.1696,-68.99,5/15/20,16,1,14,2020-05-15,EU,Europe,Netherlands,2020-05-15,43.481,270,5.59,28,2537.574,15.757,326.235,1.6340000000000001,17134873.0,508.54400000000004,43.2,18.779,11.880999999999998,48472.545,109.361,5.29,24.4,27.3,3.32,EU,Europe
Namibia,-22.9576,18.4904,5/15/20,16,0,13,2020-05-15,AF,Africa,Namibia,2020-05-15,0.016,0,0.0,0,6.2970000000000015,0.0,0.0,0.0,2540916.0,3.0780000000000003,22.0,3.552,2.085,9541.808,243.81099999999998,3.94,9.7,34.2,0.7,AF,Africa
Dominica,15.415,-61.371,5/15/20,16,0,15,2020-05-15,,North America,Dominica,2020-05-15,0.016,0,0.0,0,222.25,0.0,0.0,0.0,71991.0,98.56700000000001,32.4,6.933,1.726,9673.367,227.37599999999998,11.62,1.9,24.7,3.8,,North America
Burundi,-3.3731,29.9189,5/15/20,15,1,7,2020-05-15,AF,Africa,Burundi,2020-05-15,0.027000000000000003,0,0.001,0,2.271,0.0,0.084,0.0,11890781.0,423.06199999999995,17.5,2.562,1.504,702.225,293.068,6.05,1.9,24.7,0.8,AF,Africa
Saint Kitts and Nevis,17.357822,-62.782998,5/15/20,15,0,14,2020-05-15,,North America,Saint Kitts and Nevis,2020-05-15,0.015,0,0.0,0,281.997,0.0,0.0,0.0,53192.0,212.865,32.4,6.933,1.726,24654.385,79.37,12.84,1.9,24.7,2.3,,North America
Canada,37.6489,-122.6655,5/15/20,13,0,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000002,1123,5.472,168,1944.8010000000002,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.59899999999999,7.37,12.0,16.6,2.5,,North America
United Kingdom,-51.7963,-59.5236,5/15/20,13,0,13,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.151,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.89799999999997,40.8,18.517,12.527000000000001,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
United Kingdom,21.69400000000001,-71.7979,5/15/20,12,1,10,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.151,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.89799999999997,40.8,18.517,12.527000000000001,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
United Kingdom,16.7425,-62.1874,5/15/20,11,1,8,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.151,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.89799999999997,40.8,18.517,12.527000000000001,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
Comoros,-11.6455,43.3333,5/15/20,11,1,3,2020-05-15,AF,Africa,Comoros,2020-05-15,0.017,0,0.001,0,19.549,0.0,1.15,0.0,869595.0,437.352,20.4,2.963,1.726,1413.89,261.51599999999996,11.88,4.4,23.6,2.2,AF,Africa
Canada,64.2823,-135.0,5/15/20,11,0,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000002,1123,5.472,168,1944.8010000000002,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.59899999999999,7.37,12.0,16.6,2.5,,North America
Denmark,71.7069,-42.6043,5/15/20,11,0,11,2020-05-15,EU,Europe,Denmark,2020-05-15,10.713,46,0.537,4,1849.555,7.942,92.711,0.691,5792203.0,136.52,42.3,19.677,12.325,46682.515,114.76700000000001,6.41,19.3,18.8,2.5,EU,Europe
Denmark,71.7069,-42.6043,5/15/20,11,0,11,2020-05-15,EU,Europe,Denmark,2020-05-15,0.187,0,0.0,0,3826.87,0.0,0.0,0.0,48865.0,35.308,32.4,6.933,1.726,661.24,79.37,2.42,1.9,24.7,0.7,EU,Europe
Seychelles,-4.6796,55.492,5/15/20,11,0,10,2020-05-15,AF,Africa,Seychelles,2020-05-15,0.011,0,0.0,0,111.85700000000001,0.0,0.0,0.0,98340.0,208.354,36.2,8.606,5.586,26382.287,242.648,10.55,7.1,35.7,3.6,AF,Africa
Suriname,3.9193,-56.0278,5/15/20,10,1,9,2020-05-15,SA,South America,Suriname,2020-05-15,0.01,0,0.001,0,17.046,0.0,1.705,0.0,586634.0,3.612,29.6,6.933,4.229,13767.118999999999,258.314,12.54,7.4,42.9,3.1,SA,South America
United Kingdom,18.4207,-64.64,5/15/20,8,1,6,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.151,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.89799999999997,40.8,18.517,12.527000000000001,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
Papua New Guinea,-6.315,143.9555,5/15/20,8,0,8,2020-05-15,OC,Oceania,Papua New Guinea,2020-05-15,0.008,0,0.0,0,0.894,0.0,0.0,0.0,8947027.0,18.22,22.6,3.8080000000000003,2.142,3823.1940000000004,561.494,17.65,23.5,48.8,0.7,OC,Oceania
France,17.9,-62.8333,5/15/20,6,0,6,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.3770000000000024,65273512.0,122.57799999999999,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
Western Sahara,24.2155,-12.8858,5/15/20,6,0,6,2020-05-15,AS,Asia,Western Sahara,2020-05-15,0.006,0,0.0,0,10.045,0.0,0.0,0.0,597330.0,0.13699999999999998,28.4,6.933,1.38,661.24,79.37,2.42,1.9,24.7,0.7,AF,Africa
Canada,64.8255,-124.8457,5/15/20,5,0,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000002,1123,5.472,168,1944.8010000000002,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.59899999999999,7.37,12.0,16.6,2.5,,North America
United Kingdom,18.2206,-63.0686,5/15/20,3,0,3,2020-05-15,EU,Europe,United Kingdom,2020-05-15,233.151,3446,33.614000000000004,428,3434.449,50.762,495.154,6.305,67886004.0,272.89799999999997,40.8,18.517,12.527000000000001,39753.244,122.137,4.28,20.0,24.7,2.54,EU,Europe
Canada,0.0,0.0,5/15/20,1,1,0,2020-05-15,,North America,Canada,2020-05-15,73.40100000000002,1123,5.472,168,1944.8010000000002,29.755,144.984,4.4510000000000005,37742157.0,4.037,41.4,16.984,10.797,44017.59099999999,105.59899999999999,7.37,12.0,16.6,2.5,,North America
China,31.6927,88.0924,5/15/20,1,0,1,2020-05-15,AS,Asia,China,2020-05-15,84.029,5,4.637,0,58.381,0.003,3.222,0.0,1439323774.0,147.674,38.7,10.640999999999998,5.928999999999999,15308.712,261.899,9.74,1.9,48.4,4.34,AS,Asia
France,46.8852,-56.3159,5/15/20,1,0,1,2020-05-15,EU,Europe,France,2020-05-15,141.356,622,27.425,351,2165.595,9.529,420.155,5.3770000000000024,65273512.0,122.57799999999999,42.0,19.718,13.079,38605.671,86.06,4.77,30.1,35.6,5.98,EU,Europe
Lesotho,-29.609988,28.233608,5/15/20,1,0,0,2020-05-15,AF,Africa,Lesotho,2020-05-15,0.001,1,0.0,0,0.467,0.467,0.0,0.0,2142252.0,73.562,22.2,4.506,2.647,2851.153,405.126,3.94,0.4,53.9,0.7,AF,Africa
