Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Fdate,Continent,Continent_name
Lesotho,-29.609988,28.233608,5/12/20,0,0,0,2020-05-12,AF,Africa
Afghanistan,33.0,65.0,5/13/20,5226,132,648,2020-05-13,AS,Asia
Albania,41.1533,20.1683,5/13/20,880,31,688,2020-05-13,EU,Europe
Algeria,28.0339,1.6596,5/13/20,6253,522,3058,2020-05-13,AF,Africa
Andorra,42.5063,1.5218,5/13/20,760,49,576,2020-05-13,EU,Europe
Angola,-11.2027,17.8739,5/13/20,45,2,14,2020-05-13,AF,Africa
Antigua and Barbuda,17.0608,-61.7964,5/13/20,25,3,19,2020-05-13,,North America
Argentina,-38.4161,-63.6167,5/13/20,6879,329,2266,2020-05-13,SA,South America
Armenia,40.0691,45.0382,5/13/20,3718,48,1500,2020-05-13,AS,Asia
Australia,-35.4735,149.0124,5/13/20,107,3,104,2020-05-13,OC,Oceania
Australia,-33.8688,151.2093,5/13/20,3063,45,2595,2020-05-13,OC,Oceania
Australia,-12.4634,130.8456,5/13/20,29,0,27,2020-05-13,OC,Oceania
Australia,-28.0167,153.4,5/13/20,1051,6,1030,2020-05-13,OC,Oceania
Australia,-34.9285,138.6007,5/13/20,439,4,434,2020-05-13,OC,Oceania
Australia,-41.4545,145.9707,5/13/20,227,13,184,2020-05-13,OC,Oceania
Australia,-37.8136,144.9631,5/13/20,1521,18,1385,2020-05-13,OC,Oceania
Australia,-31.9505,115.8605,5/13/20,552,9,538,2020-05-13,OC,Oceania
Australia,47.5162,14.5501,5/13/20,15997,624,14304,2020-05-13,OC,Oceania
Azerbaijan,40.1431,47.5769,5/13/20,2758,35,1789,2020-05-13,AS,Asia
Bahamas,25.0343,-77.3963,5/13/20,94,11,41,2020-05-13,,North America
Bahrain,26.0275,50.55,5/13/20,5816,10,2205,2020-05-13,AS,Asia
Bangladesh,23.685,90.3563,5/13/20,17822,269,3361,2020-05-13,AS,Asia
Barbados,13.1939,-59.5432,5/13/20,85,7,65,2020-05-13,,North America
United States,53.7098,27.9534,5/13/20,25825,146,7711,2020-05-13,,North America
Belgium,50.8333,4.0,5/13/20,53981,8843,13937,2020-05-13,EU,Europe
Benin,9.3077,2.3158,5/13/20,327,2,83,2020-05-13,AF,Africa
Bhutan,27.5142,90.4336,5/13/20,15,0,5,2020-05-13,AS,Asia
Bolivia,-16.2902,-63.5887,5/13/20,3148,142,339,2020-05-13,SA,South America
Bosnia and Herzegovina,43.9159,17.6791,5/13/20,2181,120,1228,2020-05-13,EU,Europe
Brazil,-14.235,-51.9253,5/13/20,190137,13240,78424,2020-05-13,SA,South America
Brunei,4.5353,114.7277,5/13/20,141,1,134,2020-05-13,AS,Asia
Bulgaria,42.7339,25.4858,5/13/20,2069,96,499,2020-05-13,EU,Europe
Burkina Faso,12.2383,-1.5616,5/13/20,773,51,592,2020-05-13,AF,Africa
Cabo Verde,16.5388,-23.0418,5/13/20,289,2,61,2020-05-13,AF,Africa
Cambodia,11.55,104.9167,5/13/20,122,0,121,2020-05-13,AS,Asia
Cameroon,3.848,11.5021,5/13/20,2800,136,1543,2020-05-13,AF,Africa
Canada,53.9333,-116.5765,5/13/20,6407,120,0,2020-05-13,,North America
Canada,49.2827,-123.1207,5/13/20,2376,132,0,2020-05-13,,North America
Canada,37.6489,-122.6655,5/13/20,13,0,0,2020-05-13,,North America
Canada,53.7609,-98.8139,5/13/20,290,7,0,2020-05-13,,North America
Canada,46.5653,-66.4619,5/13/20,120,0,0,2020-05-13,,North America
Canada,53.1355,-57.6604,5/13/20,261,3,0,2020-05-13,,North America
Canada,44.682,-63.7443,5/13/20,1024,51,0,2020-05-13,,North America
Canada,51.2538,-85.3232,5/13/20,22516,1883,0,2020-05-13,,North America
Canada,46.5107,-63.4168,5/13/20,27,0,0,2020-05-13,,North America
Canada,52.9399,-73.5491,5/13/20,39940,3221,0,2020-05-13,,North America
Canada,52.9399,-106.4509,5/13/20,577,7,0,2020-05-13,,North America
Central African Republic,6.6111,20.9394,5/13/20,143,0,10,2020-05-13,AF,Africa
Chad,15.4542,18.7322,5/13/20,372,42,78,2020-05-13,AF,Africa
Chile,-35.6751,-71.543,5/13/20,34381,346,14865,2020-05-13,SA,South America
China,31.8257,117.2264,5/13/20,991,6,985,2020-05-13,AS,Asia
China,40.1824,116.4142,5/13/20,593,9,574,2020-05-13,AS,Asia
China,30.0572,107.874,5/13/20,579,6,573,2020-05-13,AS,Asia
China,26.0789,117.9874,5/13/20,356,1,354,2020-05-13,AS,Asia
China,37.8099,101.0583,5/13/20,139,2,137,2020-05-13,AS,Asia
China,23.3417,113.4244,5/13/20,1589,8,1579,2020-05-13,AS,Asia
China,23.8298,108.7881,5/13/20,254,2,252,2020-05-13,AS,Asia
China,26.8154,106.8748,5/13/20,147,2,145,2020-05-13,AS,Asia
China,19.1959,109.7453,5/13/20,168,6,162,2020-05-13,AS,Asia
China,39.549,116.1306,5/13/20,328,6,321,2020-05-13,AS,Asia
China,47.862,127.7615,5/13/20,945,13,930,2020-05-13,AS,Asia
China,33.882,113.614,5/13/20,1276,22,1254,2020-05-13,AS,Asia
China,22.3,114.2,5/13/20,1050,4,1008,2020-05-13,AS,Asia
China,30.9756,112.2707,5/13/20,68134,4512,63616,2020-05-13,AS,Asia
China,27.6104,111.7088,5/13/20,1019,4,1015,2020-05-13,AS,Asia
China,44.0935,113.9448,5/13/20,209,1,190,2020-05-13,AS,Asia
China,32.9711,119.455,5/13/20,653,0,653,2020-05-13,AS,Asia
China,27.614,115.7221,5/13/20,937,1,936,2020-05-13,AS,Asia
China,43.6661,126.1923,5/13/20,134,1,108,2020-05-13,AS,Asia
China,41.2956,122.6085,5/13/20,149,2,144,2020-05-13,AS,Asia
China,22.1667,113.55,5/13/20,45,0,43,2020-05-13,AS,Asia
China,37.2692,106.1655,5/13/20,75,0,75,2020-05-13,AS,Asia
China,35.7452,95.9956,5/13/20,18,0,18,2020-05-13,AS,Asia
China,35.1917,108.8701,5/13/20,308,3,297,2020-05-13,AS,Asia
China,36.3427,118.1498,5/13/20,788,7,777,2020-05-13,AS,Asia
China,31.202,121.4491,5/13/20,660,7,633,2020-05-13,AS,Asia
China,37.5777,112.2922,5/13/20,198,0,198,2020-05-13,AS,Asia
China,30.6171,102.7103,5/13/20,561,3,558,2020-05-13,AS,Asia
China,39.3054,117.323,5/13/20,191,3,187,2020-05-13,AS,Asia
China,31.6927,88.0924,5/13/20,1,0,1,2020-05-13,AS,Asia
China,41.1129,85.2401,5/13/20,76,3,73,2020-05-13,AS,Asia
China,24.974,101.487,5/13/20,185,2,183,2020-05-13,AS,Asia
China,29.1832,120.0934,5/13/20,1268,1,1267,2020-05-13,AS,Asia
Colombia,4.5709,-74.2973,5/13/20,12930,509,3133,2020-05-13,SA,South America
Costa Rica,9.7489,-83.7534,5/13/20,815,8,527,2020-05-13,,North America
Croatia,45.1,15.2,5/13/20,2213,94,1834,2020-05-13,EU,Europe
Cuba,22.0,-80.0,5/13/20,1810,79,1326,2020-05-13,,North America
United States,35.1264,33.4299,5/13/20,905,17,449,2020-05-13,,North America
Czechia,49.8175,15.473,5/13/20,8269,290,5047,2020-05-13,EU,Europe
Denmark,61.8926,-6.9118,5/13/20,187,0,187,2020-05-13,EU,Europe
Denmark,71.7069,-42.6043,5/13/20,11,0,11,2020-05-13,EU,Europe
Denmark,56.2639,9.5018,5/13/20,10667,533,8663,2020-05-13,EU,Europe
Djibouti,11.8251,42.5903,5/13/20,1268,3,900,2020-05-13,AF,Africa
Dominican Republic,18.7357,-70.1627,5/13/20,11196,409,3221,2020-05-13,,North America
Ecuador,-1.8312,-78.1834,5/13/20,30486,2334,3433,2020-05-13,SA,South America
Egypt,26.0,30.0,5/13/20,10431,556,2486,2020-05-13,AF,Africa
El Salvador,13.7942,-88.8965,5/13/20,1037,20,374,2020-05-13,,North America
Equatorial Guinea,1.5,10.0,5/13/20,522,6,13,2020-05-13,AF,Africa
Eritrea,15.1794,39.7823,5/13/20,39,0,38,2020-05-13,AF,Africa
Estonia,58.5953,25.0136,5/13/20,1751,61,777,2020-05-13,EU,Europe
Eswatini,-26.5225,31.4659,5/13/20,187,2,48,2020-05-13,AF,Africa
Ethiopia,9.145,40.4897,5/13/20,263,5,108,2020-05-13,AF,Africa
Fiji,-17.7134,178.065,5/13/20,18,0,14,2020-05-13,OC,Oceania
Finland,64.0,26.0,5/13/20,6054,284,4300,2020-05-13,EU,Europe
France,3.9339,-53.1258,5/13/20,153,1,124,2020-05-13,EU,Europe
France,-17.6797,149.4068,5/13/20,60,0,58,2020-05-13,EU,Europe
France,16.25,-61.5833,5/13/20,155,13,109,2020-05-13,EU,Europe
France,-12.8275,45.1662,5/13/20,1143,14,627,2020-05-13,EU,Europe
France,-20.9043,165.618,5/13/20,18,0,18,2020-05-13,EU,Europe
France,-21.1351,55.2471,5/13/20,439,0,354,2020-05-13,EU,Europe
France,17.9,-62.8333,5/13/20,6,0,6,2020-05-13,EU,Europe
France,18.0708,-63.0501,5/13/20,39,3,30,2020-05-13,EU,Europe
France,14.6415,-61.0242,5/13/20,189,14,91,2020-05-13,EU,Europe
France,46.2276,2.2137,5/13/20,175981,27032,57368,2020-05-13,EU,Europe
Gabon,-0.8037,11.6094,5/13/20,1004,9,152,2020-05-13,AF,Africa
Gambia,13.4432,-15.3101,5/13/20,23,1,10,2020-05-13,AF,Africa
Georgia,42.3154,43.3569,5/13/20,647,11,372,2020-05-13,AS,Asia
Germany,51.0,9.0,5/13/20,174098,7861,148700,2020-05-13,EU,Europe
Ghana,7.9465,-1.0232,5/13/20,5408,24,514,2020-05-13,AF,Africa
Greece,39.0742,21.8243,5/13/20,2760,155,1374,2020-05-13,EU,Europe
Guatemala,15.7835,-90.2308,5/13/20,1342,29,121,2020-05-13,,North America
Guinea,9.9456,-9.6966,5/13/20,2374,14,856,2020-05-13,AF,Africa
Guyana,5.0,-58.75,5/13/20,113,10,41,2020-05-13,SA,South America
Haiti,18.9712,-72.2852,5/13/20,234,18,17,2020-05-13,,North America
Honduras,15.2,-86.2419,5/13/20,2255,123,237,2020-05-13,,North America
Hungary,47.1625,19.5033,5/13/20,3341,430,1102,2020-05-13,EU,Europe
Iceland,64.9631,-19.0208,5/13/20,1802,10,1780,2020-05-13,EU,Europe
India,21.0,78.0,5/13/20,78055,2551,26400,2020-05-13,AS,Asia
Indonesia,-0.7893,113.9213,5/13/20,15438,1028,3287,2020-05-13,AS,Asia
Iran,32.0,53.0,5/13/20,112725,6783,89428,2020-05-13,AS,Asia
Iraq,33.0,44.0,5/13/20,3032,115,1966,2020-05-13,AS,Asia
Ireland,53.1424,-7.6921,5/13/20,23401,1497,19470,2020-05-13,EU,Europe
Israel,31.0,35.0,5/13/20,16548,264,12232,2020-05-13,AS,Asia
Italy,43.0,12.0,5/13/20,222104,31106,112541,2020-05-13,EU,Europe
Jamaica,18.1096,-77.2975,5/13/20,509,9,113,2020-05-13,,North America
Japan,36.0,138.0,5/13/20,16049,678,8920,2020-05-13,AS,Asia
Jordan,31.24,36.51,5/13/20,582,9,392,2020-05-13,AS,Asia
Kazakhstan,48.0196,66.9237,5/13/20,5417,32,2408,2020-05-13,AS,Asia
Kenya,-0.0236,37.9062,5/13/20,737,40,281,2020-05-13,AF,Africa
South Korea,36.0,128.0,5/13/20,10991,260,9762,2020-05-13,AS,Asia
Kuwait,29.5,47.75,5/13/20,11028,82,3263,2020-05-13,AS,Asia
Kyrgyzstan,41.2044,74.7661,5/13/20,1044,12,726,2020-05-13,AS,Asia
Latvia,56.8796,24.6032,5/13/20,951,19,627,2020-05-13,EU,Europe
Lebanon,33.8547,35.8623,5/13/20,878,26,236,2020-05-13,AS,Asia
Liberia,6.4281,-9.4295,5/13/20,213,20,101,2020-05-13,AF,Africa
Liechtenstein,47.14,9.55,5/13/20,82,1,55,2020-05-13,EU,Europe
Lithuania,55.1694,23.8813,5/13/20,1505,54,908,2020-05-13,EU,Europe
Luxembourg,49.8153,6.1296,5/13/20,3904,103,3629,2020-05-13,EU,Europe
Madagascar,-18.7669,46.8691,5/13/20,212,0,107,2020-05-13,AF,Africa
Malaysia,2.5,112.5,5/13/20,6779,111,5281,2020-05-13,AS,Asia
Maldives,3.2028,73.2207,5/13/20,955,4,40,2020-05-13,AS,Asia
Malta,35.9375,14.3754,5/13/20,508,6,436,2020-05-13,EU,Europe
Mauritania,21.0079,10.9408,5/13/20,15,2,6,2020-05-13,AF,Africa
Mauritius,-20.2,57.5,5/13/20,332,10,322,2020-05-13,AF,Africa
Mexico,23.6345,-102.5528,5/13/20,40186,4220,26990,2020-05-13,,North America
Moldova,47.4116,28.3699,5/13/20,5406,185,2176,2020-05-13,EU,Europe
Monaco,43.7333,7.4167,5/13/20,96,4,87,2020-05-13,EU,Europe
Mongolia,46.8625,103.8467,5/13/20,42,0,15,2020-05-13,AS,Asia
Montenegro,42.5,19.3,5/13/20,324,9,307,2020-05-13,EU,Europe
Morocco,31.7917,-7.0926,5/13/20,6512,188,3131,2020-05-13,AF,Africa
Namibia,-22.9576,18.4904,5/13/20,16,0,11,2020-05-13,AF,Africa
Nepal,28.1667,84.25,5/13/20,250,0,35,2020-05-13,AS,Asia
Netherlands,12.5186,-70.0358,5/13/20,101,3,91,2020-05-13,EU,Europe
Netherlands,12.1696,-68.99,5/13/20,16,1,14,2020-05-13,EU,Europe
Netherlands,18.0425,-63.0548,5/13/20,76,15,46,2020-05-13,EU,Europe
Netherlands,52.1326,5.2913,5/13/20,43211,5562,0,2020-05-13,EU,Europe
New Zealand,-40.9006,174.886,5/13/20,1497,21,1411,2020-05-13,OC,Oceania
Nicaragua,12.8654,-85.2072,5/13/20,25,8,7,2020-05-13,,North America
Niger,17.6078,8.0817,5/13/20,860,49,658,2020-05-13,AF,Africa
Nigeria,9.082,8.6753,5/13/20,4971,164,1070,2020-05-13,AF,Africa
North Macedonia,41.6086,21.7453,5/13/20,1694,95,1229,2020-05-13,EU,Europe
Norway,60.472,8.4689,5/13/20,8175,229,32,2020-05-13,EU,Europe
Oman,21.0,57.0,5/13/20,4019,17,1289,2020-05-13,AS,Asia
Pakistan,30.3753,69.3451,5/13/20,35298,761,8899,2020-05-13,AS,Asia
Panama,8.538,-80.7821,5/13/20,8944,256,6067,2020-05-13,,North America
Papua New Guinea,-6.315,143.9555,5/13/20,8,0,8,2020-05-13,OC,Oceania
Paraguay,-23.4425,-58.4438,5/13/20,740,11,182,2020-05-13,SA,South America
Peru,-9.19,-75.0152,5/13/20,76306,2169,24324,2020-05-13,SA,South America
Philippines,13.0,122.0,5/13/20,11618,772,2251,2020-05-13,AS,Asia
Poland,51.9194,19.1451,5/13/20,17204,861,6410,2020-05-13,EU,Europe
Portugal,39.3999,-8.2245,5/13/20,28132,1175,3182,2020-05-13,EU,Europe
Qatar,25.3548,51.1839,5/13/20,26539,14,3143,2020-05-13,AS,Asia
Romania,45.9432,24.9668,5/13/20,16002,1036,7961,2020-05-13,EU,Europe
Russia,60.0,90.0,5/13/20,242271,2212,48003,2020-05-13,EU,Europe
Rwanda,-1.9403,29.8739,5/13/20,287,0,164,2020-05-13,AF,Africa
Saint Lucia,13.9094,-60.9789,5/13/20,18,0,18,2020-05-13,,North America
Saint Vincent and the Grenadines,12.9843,-61.2872,5/13/20,17,0,12,2020-05-13,,North America
San Marino,43.9424,12.4578,5/13/20,643,41,161,2020-05-13,EU,Europe
Saudi Arabia,24.0,45.0,5/13/20,44830,273,17622,2020-05-13,AS,Asia
Senegal,14.4974,-14.4524,5/13/20,2105,21,782,2020-05-13,AF,Africa
Serbia,44.0165,21.0059,5/13/20,10295,222,3824,2020-05-13,EU,Europe
Seychelles,-4.6796,55.492,5/13/20,11,0,10,2020-05-13,AF,Africa
Singapore,1.2833,103.8333,5/13/20,25346,21,4809,2020-05-13,AS,Asia
Slovakia,48.669,19.699,5/13/20,1469,27,1060,2020-05-13,EU,Europe
Slovenia,46.1512,14.9955,5/13/20,1463,103,260,2020-05-13,EU,Europe
Somalia,5.1521,46.1996,5/13/20,1219,52,130,2020-05-13,AF,Africa
South Africa,-30.5595,22.9375,5/13/20,12074,219,4745,2020-05-13,AF,Africa
Spain,40.0,-4.0,5/13/20,228691,27104,140823,2020-05-13,EU,Europe
Sri Lanka,7.0,81.0,5/13/20,915,9,382,2020-05-13,AS,Asia
Sudan,12.8628,30.2176,5/13/20,1818,90,198,2020-05-13,AF,Africa
Suriname,3.9193,-56.0278,5/13/20,10,1,9,2020-05-13,SA,South America
Sweden,63.0,16.0,5/13/20,27909,3460,4971,2020-05-13,EU,Europe
Switzerland,46.8182,8.2275,5/13/20,30413,1870,27100,2020-05-13,EU,Europe
Tanzania,-6.369,34.8888,5/13/20,509,21,183,2020-05-13,AF,Africa
Thailand,15.0,101.0,5/13/20,3017,56,2844,2020-05-13,AS,Asia
Togo,8.6195,0.8248,5/13/20,219,11,96,2020-05-13,AF,Africa
Trinidad and Tobago,10.6918,-61.2225,5/13/20,116,8,107,2020-05-13,,North America
Tunisia,34.0,9.0,5/13/20,1032,45,759,2020-05-13,AF,Africa
Turkey,38.9637,35.2433,5/13/20,143114,3952,101715,2020-05-13,AS,Asia
Uganda,1.0,32.0,5/13/20,139,0,55,2020-05-13,AF,Africa
Ukraine,48.3794,31.1656,5/13/20,16425,439,3716,2020-05-13,EU,Europe
United Arab Emirates,24.0,54.0,5/13/20,20386,206,6523,2020-05-13,AS,Asia
United Kingdom,32.3078,-64.7505,5/13/20,121,8,66,2020-05-13,EU,Europe
United Kingdom,19.3133,-81.2546,5/13/20,86,1,54,2020-05-13,EU,Europe
United Kingdom,49.3723,-2.3644,5/13/20,548,43,456,2020-05-13,EU,Europe
United Kingdom,36.1408,-5.3536,5/13/20,147,0,144,2020-05-13,EU,Europe
United Kingdom,54.2361,-4.5481,5/13/20,332,23,274,2020-05-13,EU,Europe
United Kingdom,16.7425,-62.1874,5/13/20,11,1,8,2020-05-13,EU,Europe
United Kingdom,55.3781,-3.4360000000000004,5/13/20,229705,33186,0,2020-05-13,EU,Europe
Uruguay,-32.5228,-55.7658,5/13/20,719,19,545,2020-05-13,SA,South America
United States,37.0902,-95.7129,5/13/20,1390406,84119,243430,2020-05-13,,North America
Uzbekistan,41.3775,64.5853,5/13/20,2612,11,2076,2020-05-13,AS,Asia
Venezuela,6.4238,-66.5897,5/13/20,423,10,220,2020-05-13,SA,South America
Vietnam,16.0,108.0,5/13/20,288,0,252,2020-05-13,AS,Asia
Zambia,-15.4167,28.2833,5/13/20,446,7,124,2020-05-13,AF,Africa
Zimbabwe,-20.0,30.0,5/13/20,37,4,12,2020-05-13,AF,Africa
Canada,0.0,0.0,5/13/20,1,1,0,2020-05-13,,North America
Dominica,15.415,-61.371,5/13/20,16,0,15,2020-05-13,,North America
Grenada,12.1165,-61.679,5/13/20,21,0,13,2020-05-13,,North America
Mozambique,-18.665695,35.529562,5/13/20,104,0,0,2020-05-13,AF,Africa
Syria,34.802075,38.99681500000001,5/13/20,48,3,0,2020-05-13,AS,Asia
Timor-Leste,-8.874217,125.727539,5/13/20,24,0,0,2020-05-13,AS,Asia
Belize,13.1939,-59.5432,5/13/20,18,2,16,2020-05-13,,North America
Laos,19.85627,102.495496,5/13/20,19,0,14,2020-05-13,AS,Asia
Libya,26.3351,17.228331,5/13/20,64,3,28,2020-05-13,AF,Africa
Palestine,31.9522,35.2332,5/13/20,375,2,310,2020-05-13,AS,Asia
Guinea-Bissau,11.8037,-15.1804,5/13/20,836,3,26,2020-05-13,AF,Africa
Mali,17.570692,-3.996166000000001,5/13/20,758,44,412,2020-05-13,AF,Africa
Saint Kitts and Nevis,17.357822,-62.782998,5/13/20,15,0,14,2020-05-13,,North America
Canada,64.8255,-124.8457,5/13/20,5,0,0,2020-05-13,,North America
Canada,64.2823,-135.0,5/13/20,11,0,0,2020-05-13,,North America
Kosovo,42.602636,20.902977,5/13/20,919,29,671,2020-05-13,EU,Europe
Myanmar,21.9162,95.956,5/13/20,181,6,79,2020-05-13,AS,Asia
United Kingdom,18.2206,-63.0686,5/13/20,3,0,3,2020-05-13,EU,Europe
United Kingdom,18.4207,-64.64,5/13/20,7,1,4,2020-05-13,EU,Europe
United Kingdom,21.694000000000006,-71.7979,5/13/20,12,1,10,2020-05-13,EU,Europe
MS Zaandam,0.0,0.0,5/13/20,9,2,0,2020-05-13,EU,Europe
Botswana,-22.3285,24.6849,5/13/20,24,1,17,2020-05-13,AF,Africa
Burundi,-3.3731,29.9189,5/13/20,15,1,7,2020-05-13,AF,Africa
Sierra Leone,8.460555000000001,-11.779889,5/13/20,387,26,97,2020-05-13,AF,Africa
Malawi,-13.254307999999998,34.301525,5/13/20,63,3,24,2020-05-13,AF,Africa
United Kingdom,-51.7963,-59.5236,5/13/20,13,0,13,2020-05-13,EU,Europe
France,46.8852,-56.3159,5/13/20,1,0,1,2020-05-13,EU,Europe
South Sudan,6.877000000000002,31.307,5/13/20,203,0,2,2020-05-13,AF,Africa
Western Sahara,24.2155,-12.8858,5/13/20,6,0,6,2020-05-13,AS,Asia
Sao Tome and Principe,0.18636,6.613081,5/13/20,220,6,4,2020-05-13,AF,Africa
Yemen,15.552727,48.516388,5/13/20,70,12,1,2020-05-13,AS,Asia
Comoros,-11.6455,43.3333,5/13/20,11,1,0,2020-05-13,AF,Africa
Tajikistan,38.861034,71.276093,5/13/20,801,23,0,2020-05-13,AS,Asia
