Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Fdate,Continent,Continent_name
Lesotho,-29.609988,28.233608,5/13/20,1,0,0,2020-05-13,AF,Africa
Afghanistan,33.0,65.0,5/14/20,5639,136,691,2020-05-14,AS,Asia
Albania,41.1533,20.1683,5/14/20,898,31,694,2020-05-14,EU,Europe
Algeria,28.0339,1.6596,5/14/20,6442,529,3158,2020-05-14,AF,Africa
Andorra,42.5063,1.5218,5/14/20,761,49,596,2020-05-14,EU,Europe
Angola,-11.2027,17.8739,5/14/20,48,2,14,2020-05-14,AF,Africa
Antigua and Barbuda,17.0608,-61.7964,5/14/20,25,3,19,2020-05-14,,North America
Argentina,-38.4161,-63.6167,5/14/20,7134,353,2385,2020-05-14,SA,South America
Armenia,40.0691,45.0382,5/14/20,3860,49,1572,2020-05-14,AS,Asia
Australia,-35.4735,149.0124,5/14/20,107,3,104,2020-05-14,OC,Oceania
Australia,-33.8688,151.2093,5/14/20,3071,45,2605,2020-05-14,OC,Oceania
Australia,-12.4634,130.8456,5/14/20,29,0,27,2020-05-14,OC,Oceania
Australia,-28.0167,153.4,5/14/20,1054,6,1031,2020-05-14,OC,Oceania
Australia,-34.9285,138.6007,5/14/20,439,4,434,2020-05-14,OC,Oceania
Australia,-41.4545,145.9707,5/14/20,227,13,188,2020-05-14,OC,Oceania
Australia,-37.8136,144.9631,5/14/20,1540,18,1407,2020-05-14,OC,Oceania
Australia,-31.9505,115.8605,5/14/20,552,9,538,2020-05-14,OC,Oceania
Australia,47.5162,14.5501,5/14/20,16058,626,14405,2020-05-14,OC,Oceania
Azerbaijan,40.1431,47.5769,5/14/20,2879,35,1833,2020-05-14,AS,Asia
Bahamas,25.0343,-77.3963,5/14/20,96,11,41,2020-05-14,,North America
Bahrain,26.0275,50.55,5/14/20,6198,10,2353,2020-05-14,AS,Asia
Bangladesh,23.685,90.3563,5/14/20,18863,283,3361,2020-05-14,AS,Asia
Barbados,13.1939,-59.5432,5/14/20,85,7,65,2020-05-14,,North America
United States,53.7098,27.9534,5/14/20,26772,151,8168,2020-05-14,,North America
Belgium,50.8333,4.0,5/14/20,54288,8903,14111,2020-05-14,EU,Europe
Benin,9.3077,2.3158,5/14/20,339,2,83,2020-05-14,AF,Africa
Bhutan,27.5142,90.4336,5/14/20,20,0,5,2020-05-14,AS,Asia
Bolivia,-16.2902,-63.5887,5/14/20,3372,152,356,2020-05-14,SA,South America
Bosnia and Herzegovina,43.9159,17.6791,5/14/20,2218,122,1272,2020-05-14,EU,Europe
Brazil,-14.235,-51.9253,5/14/20,203165,13999,79479,2020-05-14,SA,South America
Brunei,4.5353,114.7277,5/14/20,141,1,134,2020-05-14,AS,Asia
Bulgaria,42.7339,25.4858,5/14/20,2100,99,531,2020-05-14,EU,Europe
Burkina Faso,12.2383,-1.5616,5/14/20,773,51,592,2020-05-14,AF,Africa
Cabo Verde,16.5388,-23.0418,5/14/20,315,2,67,2020-05-14,AF,Africa
Cambodia,11.55,104.9167,5/14/20,122,0,121,2020-05-14,AS,Asia
Cameroon,3.848,11.5021,5/14/20,2954,139,1553,2020-05-14,AF,Africa
Canada,53.9333,-116.5765,5/14/20,6457,121,0,2020-05-14,,North America
Canada,49.2827,-123.1207,5/14/20,2392,135,0,2020-05-14,,North America
Canada,37.6489,-122.6655,5/14/20,13,0,0,2020-05-14,,North America
Canada,53.7609,-98.8139,5/14/20,289,7,0,2020-05-14,,North America
Canada,46.5653,-66.4619,5/14/20,120,0,0,2020-05-14,,North America
Canada,53.1355,-57.6604,5/14/20,261,3,0,2020-05-14,,North America
Canada,44.682,-63.7443,5/14/20,1026,51,0,2020-05-14,,North America
Canada,51.2538,-85.3232,5/14/20,22865,1915,0,2020-05-14,,North America
Canada,46.5107,-63.4168,5/14/20,27,0,0,2020-05-14,,North America
Canada,52.9399,-73.5491,5/14/20,40732,3352,0,2020-05-14,,North America
Canada,52.9399,-106.4509,5/14/20,582,7,0,2020-05-14,,North America
Central African Republic,6.6111,20.9394,5/14/20,143,0,10,2020-05-14,AF,Africa
Chad,15.4542,18.7322,5/14/20,399,46,83,2020-05-14,AF,Africa
Chile,-35.6751,-71.543,5/14/20,37040,368,15655,2020-05-14,SA,South America
China,31.8257,117.2264,5/14/20,991,6,985,2020-05-14,AS,Asia
China,40.1824,116.4142,5/14/20,593,9,574,2020-05-14,AS,Asia
China,30.0572,107.874,5/14/20,579,6,573,2020-05-14,AS,Asia
China,26.0789,117.9874,5/14/20,356,1,355,2020-05-14,AS,Asia
China,37.8099,101.0583,5/14/20,139,2,137,2020-05-14,AS,Asia
China,23.3417,113.4244,5/14/20,1589,8,1579,2020-05-14,AS,Asia
China,23.8298,108.7881,5/14/20,254,2,252,2020-05-14,AS,Asia
China,26.8154,106.8748,5/14/20,147,2,145,2020-05-14,AS,Asia
China,19.1959,109.7453,5/14/20,168,6,162,2020-05-14,AS,Asia
China,39.549,116.1306,5/14/20,328,6,321,2020-05-14,AS,Asia
China,47.862,127.7615,5/14/20,945,13,930,2020-05-14,AS,Asia
China,33.882,113.614,5/14/20,1276,22,1254,2020-05-14,AS,Asia
China,22.3,114.2,5/14/20,1051,4,1009,2020-05-14,AS,Asia
China,30.9756,112.2707,5/14/20,68134,4512,63616,2020-05-14,AS,Asia
China,27.6104,111.7088,5/14/20,1019,4,1015,2020-05-14,AS,Asia
China,44.0935,113.9448,5/14/20,209,1,194,2020-05-14,AS,Asia
China,32.9711,119.455,5/14/20,653,0,653,2020-05-14,AS,Asia
China,27.614,115.7221,5/14/20,937,1,936,2020-05-14,AS,Asia
China,43.6661,126.1923,5/14/20,138,1,108,2020-05-14,AS,Asia
China,41.2956,122.6085,5/14/20,149,2,144,2020-05-14,AS,Asia
China,22.1667,113.55,5/14/20,45,0,43,2020-05-14,AS,Asia
China,37.2692,106.1655,5/14/20,75,0,75,2020-05-14,AS,Asia
China,35.7452,95.9956,5/14/20,18,0,18,2020-05-14,AS,Asia
China,35.1917,108.8701,5/14/20,308,3,300,2020-05-14,AS,Asia
China,36.3427,118.1498,5/14/20,788,7,778,2020-05-14,AS,Asia
China,31.202,121.4491,5/14/20,660,7,638,2020-05-14,AS,Asia
China,37.5777,112.2922,5/14/20,198,0,198,2020-05-14,AS,Asia
China,30.6171,102.7103,5/14/20,561,3,558,2020-05-14,AS,Asia
China,39.3054,117.323,5/14/20,191,3,187,2020-05-14,AS,Asia
China,31.6927,88.0924,5/14/20,1,0,1,2020-05-14,AS,Asia
China,41.1129,85.2401,5/14/20,76,3,73,2020-05-14,AS,Asia
China,24.974,101.487,5/14/20,185,2,183,2020-05-14,AS,Asia
China,29.1832,120.0934,5/14/20,1268,1,1267,2020-05-14,AS,Asia
Colombia,4.5709,-74.2973,5/14/20,13610,525,3358,2020-05-14,SA,South America
Costa Rica,9.7489,-83.7534,5/14/20,830,8,535,2020-05-14,,North America
Croatia,45.1,15.2,5/14/20,2221,94,1850,2020-05-14,EU,Europe
Cuba,22.0,-80.0,5/14/20,1830,79,1383,2020-05-14,,North America
United States,35.1264,33.4299,5/14/20,907,17,481,2020-05-14,,North America
Czechia,49.8175,15.473,5/14/20,8351,293,5241,2020-05-14,EU,Europe
Denmark,61.8926,-6.9118,5/14/20,187,0,187,2020-05-14,EU,Europe
Denmark,71.7069,-42.6043,5/14/20,11,0,11,2020-05-14,EU,Europe
Denmark,56.2639,9.5018,5/14/20,10713,537,8805,2020-05-14,EU,Europe
Djibouti,11.8251,42.5903,5/14/20,1284,3,905,2020-05-14,AF,Africa
Dominican Republic,18.7357,-70.1627,5/14/20,11320,422,3351,2020-05-14,,North America
Ecuador,-1.8312,-78.1834,5/14/20,30502,2338,3433,2020-05-14,SA,South America
Egypt,26.0,30.0,5/14/20,10829,571,2626,2020-05-14,AF,Africa
El Salvador,13.7942,-88.8965,5/14/20,1112,23,405,2020-05-14,,North America
Equatorial Guinea,1.5,10.0,5/14/20,583,7,13,2020-05-14,AF,Africa
Eritrea,15.1794,39.7823,5/14/20,39,0,38,2020-05-14,AF,Africa
Estonia,58.5953,25.0136,5/14/20,1758,62,909,2020-05-14,EU,Europe
Eswatini,-26.5225,31.4659,5/14/20,187,2,51,2020-05-14,AF,Africa
Ethiopia,9.145,40.4897,5/14/20,272,5,108,2020-05-14,AF,Africa
Fiji,-17.7134,178.065,5/14/20,18,0,14,2020-05-14,OC,Oceania
Finland,64.0,26.0,5/14/20,6145,287,4300,2020-05-14,EU,Europe
France,3.9339,-53.1258,5/14/20,164,1,124,2020-05-14,EU,Europe
France,-17.6797,149.4068,5/14/20,60,0,59,2020-05-14,EU,Europe
France,16.25,-61.5833,5/14/20,155,13,109,2020-05-14,EU,Europe
France,-12.8275,45.1662,5/14/20,1210,16,627,2020-05-14,EU,Europe
France,-20.9043,165.618,5/14/20,18,0,18,2020-05-14,EU,Europe
France,-21.1351,55.2471,5/14/20,440,0,354,2020-05-14,EU,Europe
France,17.9,-62.8333,5/14/20,6,0,6,2020-05-14,EU,Europe
France,18.0708,-63.0501,5/14/20,39,3,30,2020-05-14,EU,Europe
France,14.6415,-61.0242,5/14/20,189,14,91,2020-05-14,EU,Europe
France,46.2276,2.2137,5/14/20,176712,27381,58300,2020-05-14,EU,Europe
Gabon,-0.8037,11.6094,5/14/20,1104,10,182,2020-05-14,AF,Africa
Gambia,13.4432,-15.3101,5/14/20,23,1,10,2020-05-14,AF,Africa
Georgia,42.3154,43.3569,5/14/20,667,12,383,2020-05-14,AS,Asia
Germany,51.0,9.0,5/14/20,174478,7884,150300,2020-05-14,EU,Europe
Ghana,7.9465,-1.0232,5/14/20,5530,24,674,2020-05-14,AF,Africa
Greece,39.0742,21.8243,5/14/20,2770,156,1374,2020-05-14,EU,Europe
Guatemala,15.7835,-90.2308,5/14/20,1518,29,129,2020-05-14,,North America
Guinea,9.9456,-9.6966,5/14/20,2473,15,895,2020-05-14,AF,Africa
Guyana,5.0,-58.75,5/14/20,113,10,42,2020-05-14,SA,South America
Haiti,18.9712,-72.2852,5/14/20,273,20,18,2020-05-14,,North America
Honduras,15.2,-86.2419,5/14/20,2318,133,253,2020-05-14,,North America
Hungary,47.1625,19.5033,5/14/20,3380,436,1169,2020-05-14,EU,Europe
Iceland,64.9631,-19.0208,5/14/20,1802,10,1780,2020-05-14,EU,Europe
India,21.0,78.0,5/14/20,81997,2649,27969,2020-05-14,AS,Asia
Indonesia,-0.7893,113.9213,5/14/20,16006,1043,3518,2020-05-14,AS,Asia
Iran,32.0,53.0,5/14/20,114533,6854,90539,2020-05-14,AS,Asia
Iraq,33.0,44.0,5/14/20,3143,115,2028,2020-05-14,AS,Asia
Ireland,53.1424,-7.6921,5/14/20,23827,1506,19470,2020-05-14,EU,Europe
Israel,31.0,35.0,5/14/20,16579,265,12521,2020-05-14,AS,Asia
Italy,43.0,12.0,5/14/20,223096,31368,115288,2020-05-14,EU,Europe
Jamaica,18.1096,-77.2975,5/14/20,509,9,118,2020-05-14,,North America
Japan,36.0,138.0,5/14/20,16120,697,9868,2020-05-14,AS,Asia
Jordan,31.24,36.51,5/14/20,586,9,393,2020-05-14,AS,Asia
Kazakhstan,48.0196,66.9237,5/14/20,5571,32,2531,2020-05-14,AS,Asia
Kenya,-0.0236,37.9062,5/14/20,758,42,284,2020-05-14,AF,Africa
South Korea,36.0,128.0,5/14/20,11018,260,9821,2020-05-14,AS,Asia
Kuwait,29.5,47.75,5/14/20,11975,88,3451,2020-05-14,AS,Asia
Kyrgyzstan,41.2044,74.7661,5/14/20,1082,12,735,2020-05-14,AS,Asia
Latvia,56.8796,24.6032,5/14/20,962,19,627,2020-05-14,EU,Europe
Lebanon,33.8547,35.8623,5/14/20,886,26,236,2020-05-14,AS,Asia
Liberia,6.4281,-9.4295,5/14/20,215,20,105,2020-05-14,AF,Africa
Liechtenstein,47.14,9.55,5/14/20,82,1,55,2020-05-14,EU,Europe
Lithuania,55.1694,23.8813,5/14/20,1511,54,934,2020-05-14,EU,Europe
Luxembourg,49.8153,6.1296,5/14/20,3915,103,3665,2020-05-14,EU,Europe
Madagascar,-18.7669,46.8691,5/14/20,230,0,108,2020-05-14,AF,Africa
Malaysia,2.5,112.5,5/14/20,6819,112,5351,2020-05-14,AS,Asia
Maldives,3.2028,73.2207,5/14/20,982,4,45,2020-05-14,AS,Asia
Malta,35.9375,14.3754,5/14/20,522,6,443,2020-05-14,EU,Europe
Mauritania,21.0079,10.9408,5/14/20,20,2,7,2020-05-14,AF,Africa
Mauritius,-20.2,57.5,5/14/20,332,10,322,2020-05-14,AF,Africa
Mexico,23.6345,-102.5528,5/14/20,42595,4477,28475,2020-05-14,,North America
Moldova,47.4116,28.3699,5/14/20,5553,194,2228,2020-05-14,EU,Europe
Monaco,43.7333,7.4167,5/14/20,96,4,87,2020-05-14,EU,Europe
Mongolia,46.8625,103.8467,5/14/20,98,0,15,2020-05-14,AS,Asia
Montenegro,42.5,19.3,5/14/20,324,9,309,2020-05-14,EU,Europe
Morocco,31.7917,-7.0926,5/14/20,6607,190,3310,2020-05-14,AF,Africa
Namibia,-22.9576,18.4904,5/14/20,16,0,12,2020-05-14,AF,Africa
Nepal,28.1667,84.25,5/14/20,249,0,35,2020-05-14,AS,Asia
Netherlands,12.5186,-70.0358,5/14/20,101,3,93,2020-05-14,EU,Europe
Netherlands,12.1696,-68.99,5/14/20,16,1,14,2020-05-14,EU,Europe
Netherlands,18.0425,-63.0548,5/14/20,76,15,46,2020-05-14,EU,Europe
Netherlands,52.1326,5.2913,5/14/20,43481,5590,0,2020-05-14,EU,Europe
New Zealand,-40.9006,174.886,5/14/20,1498,21,1421,2020-05-14,OC,Oceania
Nicaragua,12.8654,-85.2072,5/14/20,25,8,7,2020-05-14,,North America
Niger,17.6078,8.0817,5/14/20,876,50,677,2020-05-14,AF,Africa
Nigeria,9.082,8.6753,5/14/20,5162,167,1180,2020-05-14,AF,Africa
North Macedonia,41.6086,21.7453,5/14/20,1723,95,1235,2020-05-14,EU,Europe
Norway,60.472,8.4689,5/14/20,8196,232,32,2020-05-14,EU,Europe
Oman,21.0,57.0,5/14/20,4341,18,1303,2020-05-14,AS,Asia
Pakistan,30.3753,69.3451,5/14/20,35788,770,9695,2020-05-14,AS,Asia
Panama,8.538,-80.7821,5/14/20,9118,260,6080,2020-05-14,,North America
Papua New Guinea,-6.315,143.9555,5/14/20,8,0,8,2020-05-14,OC,Oceania
Paraguay,-23.4425,-58.4438,5/14/20,754,11,184,2020-05-14,SA,South America
Peru,-9.19,-75.0152,5/14/20,80604,2267,25151,2020-05-14,SA,South America
Philippines,13.0,122.0,5/14/20,11876,790,2337,2020-05-14,AS,Asia
Poland,51.9194,19.1451,5/14/20,17615,883,6696,2020-05-14,EU,Europe
Portugal,39.3999,-8.2245,5/14/20,28319,1184,3198,2020-05-14,EU,Europe
Qatar,25.3548,51.1839,5/14/20,28272,14,3356,2020-05-14,AS,Asia
Romania,45.9432,24.9668,5/14/20,16247,1053,9053,2020-05-14,EU,Europe
Russia,60.0,90.0,5/14/20,252245,2305,53530,2020-05-14,EU,Europe
Rwanda,-1.9403,29.8739,5/14/20,287,0,168,2020-05-14,AF,Africa
Saint Lucia,13.9094,-60.9789,5/14/20,18,0,18,2020-05-14,,North America
Saint Vincent and the Grenadines,12.9843,-61.2872,5/14/20,17,0,12,2020-05-14,,North America
San Marino,43.9424,12.4578,5/14/20,648,41,172,2020-05-14,EU,Europe
Saudi Arabia,24.0,45.0,5/14/20,46869,283,19051,2020-05-14,AS,Asia
Senegal,14.4974,-14.4524,5/14/20,2189,23,842,2020-05-14,AF,Africa
Serbia,44.0165,21.0059,5/14/20,10374,224,4084,2020-05-14,EU,Europe
Seychelles,-4.6796,55.492,5/14/20,11,0,10,2020-05-14,AF,Africa
Singapore,1.2833,103.8333,5/14/20,26098,21,5973,2020-05-14,AS,Asia
Slovakia,48.669,19.699,5/14/20,1477,27,1112,2020-05-14,EU,Europe
Slovenia,46.1512,14.9955,5/14/20,1464,103,267,2020-05-14,EU,Europe
Somalia,5.1521,46.1996,5/14/20,1284,53,135,2020-05-14,AF,Africa
South Africa,-30.5595,22.9375,5/14/20,12739,238,5676,2020-05-14,AF,Africa
Spain,40.0,-4.0,5/14/20,229540,27321,143374,2020-05-14,EU,Europe
Sri Lanka,7.0,81.0,5/14/20,925,9,445,2020-05-14,AS,Asia
Sudan,12.8628,30.2176,5/14/20,1818,90,198,2020-05-14,AF,Africa
Suriname,3.9193,-56.0278,5/14/20,10,1,9,2020-05-14,SA,South America
Sweden,63.0,16.0,5/14/20,28582,3529,4971,2020-05-14,EU,Europe
Switzerland,46.8182,8.2275,5/14/20,30463,1872,27100,2020-05-14,EU,Europe
Tanzania,-6.369,34.8888,5/14/20,509,21,183,2020-05-14,AF,Africa
Thailand,15.0,101.0,5/14/20,3018,56,2850,2020-05-14,AS,Asia
Togo,8.6195,0.8248,5/14/20,238,11,96,2020-05-14,AF,Africa
Trinidad and Tobago,10.6918,-61.2225,5/14/20,116,8,107,2020-05-14,,North America
Tunisia,34.0,9.0,5/14/20,1032,45,770,2020-05-14,AF,Africa
Turkey,38.9637,35.2433,5/14/20,144749,4007,104030,2020-05-14,AS,Asia
Uganda,1.0,32.0,5/14/20,160,0,63,2020-05-14,AF,Africa
Ukraine,48.3794,31.1656,5/14/20,16847,456,4143,2020-05-14,EU,Europe
United Arab Emirates,24.0,54.0,5/14/20,21084,208,6930,2020-05-14,AS,Asia
United Kingdom,32.3078,-64.7505,5/14/20,122,9,66,2020-05-14,EU,Europe
United Kingdom,19.3133,-81.2546,5/14/20,93,1,54,2020-05-14,EU,Europe
United Kingdom,49.3723,-2.3644,5/14/20,549,43,456,2020-05-14,EU,Europe
United Kingdom,36.1408,-5.3536,5/14/20,147,0,144,2020-05-14,EU,Europe
United Kingdom,54.2361,-4.5481,5/14/20,332,23,285,2020-05-14,EU,Europe
United Kingdom,16.7425,-62.1874,5/14/20,11,1,8,2020-05-14,EU,Europe
United Kingdom,55.3781,-3.4360000000000004,5/14/20,233151,33614,0,2020-05-14,EU,Europe
Uruguay,-32.5228,-55.7658,5/14/20,724,19,547,2020-05-14,SA,South America
United States,37.0902,-95.7129,5/14/20,1417774,85898,246414,2020-05-14,,North America
Uzbekistan,41.3775,64.5853,5/14/20,2645,11,2136,2020-05-14,AS,Asia
Venezuela,6.4238,-66.5897,5/14/20,455,10,220,2020-05-14,SA,South America
Vietnam,16.0,108.0,5/14/20,312,0,260,2020-05-14,AS,Asia
Zambia,-15.4167,28.2833,5/14/20,654,7,124,2020-05-14,AF,Africa
Zimbabwe,-20.0,30.0,5/14/20,37,4,13,2020-05-14,AF,Africa
Canada,0.0,0.0,5/14/20,1,1,0,2020-05-14,,North America
Dominica,15.415,-61.371,5/14/20,16,0,15,2020-05-14,,North America
Grenada,12.1165,-61.679,5/14/20,21,0,14,2020-05-14,,North America
Mozambique,-18.665695,35.529562,5/14/20,115,0,0,2020-05-14,AF,Africa
Syria,34.802075,38.99681500000001,5/14/20,48,3,0,2020-05-14,AS,Asia
Timor-Leste,-8.874217,125.727539,5/14/20,24,0,0,2020-05-14,AS,Asia
Belize,13.1939,-59.5432,5/14/20,18,2,16,2020-05-14,,North America
Laos,19.85627,102.495496,5/14/20,19,0,14,2020-05-14,AS,Asia
Libya,26.3351,17.228331,5/14/20,64,3,28,2020-05-14,AF,Africa
Palestine,31.9522,35.2332,5/14/20,375,2,310,2020-05-14,AS,Asia
Guinea-Bissau,11.8037,-15.1804,5/14/20,913,3,26,2020-05-14,AF,Africa
Mali,17.570692,-3.996166000000001,5/14/20,779,46,436,2020-05-14,AF,Africa
Saint Kitts and Nevis,17.357822,-62.782998,5/14/20,15,0,14,2020-05-14,,North America
Canada,64.8255,-124.8457,5/14/20,5,0,0,2020-05-14,,North America
Canada,64.2823,-135.0,5/14/20,11,0,0,2020-05-14,,North America
Kosovo,42.602636,20.902977,5/14/20,944,29,690,2020-05-14,EU,Europe
Myanmar,21.9162,95.956,5/14/20,181,6,84,2020-05-14,AS,Asia
United Kingdom,18.2206,-63.0686,5/14/20,3,0,3,2020-05-14,EU,Europe
United Kingdom,18.4207,-64.64,5/14/20,7,1,4,2020-05-14,EU,Europe
United Kingdom,21.694000000000006,-71.7979,5/14/20,12,1,10,2020-05-14,EU,Europe
MS Zaandam,0.0,0.0,5/14/20,9,2,0,2020-05-14,EU,Europe
Botswana,-22.3285,24.6849,5/14/20,24,1,17,2020-05-14,AF,Africa
Burundi,-3.3731,29.9189,5/14/20,15,1,7,2020-05-14,AF,Africa
Sierra Leone,8.460555000000001,-11.779889,5/14/20,408,26,97,2020-05-14,AF,Africa
Malawi,-13.254307999999998,34.301525,5/14/20,63,3,24,2020-05-14,AF,Africa
United Kingdom,-51.7963,-59.5236,5/14/20,13,0,13,2020-05-14,EU,Europe
France,46.8852,-56.3159,5/14/20,1,0,1,2020-05-14,EU,Europe
South Sudan,6.877000000000002,31.307,5/14/20,203,0,3,2020-05-14,AF,Africa
Western Sahara,24.2155,-12.8858,5/14/20,6,0,6,2020-05-14,AS,Asia
Sao Tome and Principe,0.18636,6.613081,5/14/20,235,7,4,2020-05-14,AF,Africa
Yemen,15.552727,48.516388,5/14/20,85,12,1,2020-05-14,AS,Asia
Comoros,-11.6455,43.3333,5/14/20,11,1,3,2020-05-14,AF,Africa
Tajikistan,38.861034,71.276093,5/14/20,907,29,0,2020-05-14,AS,Asia
