Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Fdate,Continent,Continent_name
Lesotho,-29.609988,28.233608,5/14/20,1,0,0,2020-05-14,AF,Africa
Afghanistan,33.0,65.0,5/15/20,6053,153,745,2020-05-15,AS,Asia
Albania,41.1533,20.1683,5/15/20,916,31,705,2020-05-15,EU,Europe
Algeria,28.0339,1.6596,5/15/20,6629,536,3271,2020-05-15,AF,Africa
Andorra,42.5063,1.5218,5/15/20,761,49,604,2020-05-15,EU,Europe
Angola,-11.2027,17.8739,5/15/20,48,2,17,2020-05-15,AF,Africa
Antigua and Barbuda,17.0608,-61.7964,5/15/20,25,3,19,2020-05-15,,North America
Argentina,-38.4161,-63.6167,5/15/20,7479,356,2497,2020-05-15,SA,South America
Armenia,40.0691,45.0382,5/15/20,4044,52,1666,2020-05-15,AS,Asia
Australia,-35.4735,149.0124,5/15/20,107,3,104,2020-05-15,OC,Oceania
Australia,-33.8688,151.2093,5/15/20,3074,45,2611,2020-05-15,OC,Oceania
Australia,-12.4634,130.8456,5/15/20,29,0,27,2020-05-15,OC,Oceania
Australia,-28.0167,153.4,5/15/20,1055,6,1036,2020-05-15,OC,Oceania
Australia,-34.9285,138.6007,5/15/20,439,4,435,2020-05-15,OC,Oceania
Australia,-41.4545,145.9707,5/15/20,228,13,191,2020-05-15,OC,Oceania
Australia,-37.8136,144.9631,5/15/20,1551,18,1417,2020-05-15,OC,Oceania
Australia,-31.9505,115.8605,5/15/20,552,9,538,2020-05-15,OC,Oceania
Australia,47.5162,14.5501,5/15/20,16109,628,14471,2020-05-15,OC,Oceania
Azerbaijan,40.1431,47.5769,5/15/20,2980,36,1886,2020-05-15,AS,Asia
Bahamas,25.0343,-77.3963,5/15/20,96,11,41,2020-05-15,,North America
Bahrain,26.0275,50.55,5/15/20,6583,12,2640,2020-05-15,AS,Asia
Bangladesh,23.685,90.3563,5/15/20,20065,298,3882,2020-05-15,AS,Asia
Barbados,13.1939,-59.5432,5/15/20,85,7,65,2020-05-15,,North America
United States,53.7098,27.9534,5/15/20,27730,156,8807,2020-05-15,,North America
Belgium,50.8333,4.0,5/15/20,54644,8959,14301,2020-05-15,EU,Europe
Benin,9.3077,2.3158,5/15/20,339,2,83,2020-05-15,AF,Africa
Bhutan,27.5142,90.4336,5/15/20,21,0,5,2020-05-15,AS,Asia
Bolivia,-16.2902,-63.5887,5/15/20,3577,164,434,2020-05-15,SA,South America
Bosnia and Herzegovina,43.9159,17.6791,5/15/20,2236,128,1336,2020-05-15,EU,Europe
Brazil,-14.235,-51.9253,5/15/20,220291,14962,84970,2020-05-15,SA,South America
Brunei,4.5353,114.7277,5/15/20,141,1,135,2020-05-15,AS,Asia
Bulgaria,42.7339,25.4858,5/15/20,2138,102,545,2020-05-15,EU,Europe
Burkina Faso,12.2383,-1.5616,5/15/20,780,51,595,2020-05-15,AF,Africa
Cabo Verde,16.5388,-23.0418,5/15/20,326,2,67,2020-05-15,AF,Africa
Cambodia,11.55,104.9167,5/15/20,122,0,122,2020-05-15,AS,Asia
Cameroon,3.848,11.5021,5/15/20,3105,140,1567,2020-05-15,AF,Africa
Canada,53.9333,-116.5765,5/15/20,6515,125,0,2020-05-15,,North America
Canada,49.2827,-123.1207,5/15/20,2407,140,0,2020-05-15,,North America
Canada,37.6489,-122.6655,5/15/20,13,0,0,2020-05-15,,North America
Canada,53.7609,-98.8139,5/15/20,289,7,0,2020-05-15,,North America
Canada,46.5653,-66.4619,5/15/20,120,0,0,2020-05-15,,North America
Canada,53.1355,-57.6604,5/15/20,260,3,0,2020-05-15,,North America
Canada,44.682,-63.7443,5/15/20,1034,55,0,2020-05-15,,North America
Canada,51.2538,-85.3232,5/15/20,23258,1939,0,2020-05-15,,North America
Canada,46.5107,-63.4168,5/15/20,27,0,0,2020-05-15,,North America
Canada,52.9399,-73.5491,5/15/20,41429,3402,0,2020-05-15,,North America
Canada,52.9399,-106.4509,5/15/20,590,7,0,2020-05-15,,North America
Central African Republic,6.6111,20.9394,5/15/20,301,0,13,2020-05-15,AF,Africa
Chad,15.4542,18.7322,5/15/20,428,48,88,2020-05-15,AF,Africa
Chile,-35.6751,-71.543,5/15/20,39542,394,16614,2020-05-15,SA,South America
China,31.8257,117.2264,5/15/20,991,6,985,2020-05-15,AS,Asia
China,40.1824,116.4142,5/15/20,593,9,576,2020-05-15,AS,Asia
China,30.0572,107.874,5/15/20,579,6,573,2020-05-15,AS,Asia
China,26.0789,117.9874,5/15/20,356,1,355,2020-05-15,AS,Asia
China,37.8099,101.0583,5/15/20,139,2,137,2020-05-15,AS,Asia
China,23.3417,113.4244,5/15/20,1589,8,1579,2020-05-15,AS,Asia
China,23.8298,108.7881,5/15/20,254,2,252,2020-05-15,AS,Asia
China,26.8154,106.8748,5/15/20,147,2,145,2020-05-15,AS,Asia
China,19.1959,109.7453,5/15/20,169,6,162,2020-05-15,AS,Asia
China,39.549,116.1306,5/15/20,328,6,321,2020-05-15,AS,Asia
China,47.862,127.7615,5/15/20,945,13,931,2020-05-15,AS,Asia
China,33.882,113.614,5/15/20,1276,22,1254,2020-05-15,AS,Asia
China,22.3,114.2,5/15/20,1052,4,1019,2020-05-15,AS,Asia
China,30.9756,112.2707,5/15/20,68134,4512,63616,2020-05-15,AS,Asia
China,27.6104,111.7088,5/15/20,1019,4,1015,2020-05-15,AS,Asia
China,44.0935,113.9448,5/15/20,209,1,196,2020-05-15,AS,Asia
China,32.9711,119.455,5/15/20,653,0,653,2020-05-15,AS,Asia
China,27.614,115.7221,5/15/20,937,1,936,2020-05-15,AS,Asia
China,43.6661,126.1923,5/15/20,140,1,108,2020-05-15,AS,Asia
China,41.2956,122.6085,5/15/20,149,2,144,2020-05-15,AS,Asia
China,22.1667,113.55,5/15/20,45,0,43,2020-05-15,AS,Asia
China,37.2692,106.1655,5/15/20,75,0,75,2020-05-15,AS,Asia
China,35.7452,95.9956,5/15/20,18,0,18,2020-05-15,AS,Asia
China,35.1917,108.8701,5/15/20,308,3,301,2020-05-15,AS,Asia
China,36.3427,118.1498,5/15/20,788,7,780,2020-05-15,AS,Asia
China,31.202,121.4491,5/15/20,665,7,640,2020-05-15,AS,Asia
China,37.5777,112.2922,5/15/20,198,0,198,2020-05-15,AS,Asia
China,30.6171,102.7103,5/15/20,561,3,558,2020-05-15,AS,Asia
China,39.3054,117.323,5/15/20,191,3,187,2020-05-15,AS,Asia
China,31.6927,88.0924,5/15/20,1,0,1,2020-05-15,AS,Asia
China,41.1129,85.2401,5/15/20,76,3,73,2020-05-15,AS,Asia
China,24.974,101.487,5/15/20,185,2,183,2020-05-15,AS,Asia
China,29.1832,120.0934,5/15/20,1268,1,1267,2020-05-15,AS,Asia
Colombia,4.5709,-74.2973,5/15/20,14216,546,3460,2020-05-15,SA,South America
Costa Rica,9.7489,-83.7534,5/15/20,843,9,542,2020-05-15,,North America
Croatia,45.1,15.2,5/15/20,2222,95,1869,2020-05-15,EU,Europe
Cuba,22.0,-80.0,5/15/20,1840,79,1425,2020-05-15,,North America
United States,35.1264,33.4299,5/15/20,910,17,481,2020-05-15,,North America
Czechia,49.8175,15.473,5/15/20,8406,295,5381,2020-05-15,EU,Europe
Denmark,61.8926,-6.9118,5/15/20,187,0,187,2020-05-15,EU,Europe
Denmark,71.7069,-42.6043,5/15/20,11,0,11,2020-05-15,EU,Europe
Denmark,56.2639,9.5018,5/15/20,10791,537,8959,2020-05-15,EU,Europe
Djibouti,11.8251,42.5903,5/15/20,1309,4,935,2020-05-15,AF,Africa
Dominican Republic,18.7357,-70.1627,5/15/20,11739,424,3557,2020-05-15,,North America
Ecuador,-1.8312,-78.1834,5/15/20,31467,2594,3433,2020-05-15,SA,South America
Egypt,26.0,30.0,5/15/20,11228,592,2799,2020-05-15,AF,Africa
El Salvador,13.7942,-88.8965,5/15/20,1210,25,417,2020-05-15,,North America
Equatorial Guinea,1.5,10.0,5/15/20,594,7,22,2020-05-15,AF,Africa
Eritrea,15.1794,39.7823,5/15/20,39,0,39,2020-05-15,AF,Africa
Estonia,58.5953,25.0136,5/15/20,1766,63,923,2020-05-15,EU,Europe
Eswatini,-26.5225,31.4659,5/15/20,190,2,66,2020-05-15,AF,Africa
Ethiopia,9.145,40.4897,5/15/20,287,5,112,2020-05-15,AF,Africa
Fiji,-17.7134,178.065,5/15/20,18,0,15,2020-05-15,OC,Oceania
Finland,64.0,26.0,5/15/20,6228,293,5000,2020-05-15,EU,Europe
France,3.9339,-53.1258,5/15/20,189,1,124,2020-05-15,EU,Europe
France,-17.6797,149.4068,5/15/20,60,0,59,2020-05-15,EU,Europe
France,16.25,-61.5833,5/15/20,155,13,109,2020-05-15,EU,Europe
France,-12.8275,45.1662,5/15/20,1210,16,627,2020-05-15,EU,Europe
France,-20.9043,165.618,5/15/20,18,0,18,2020-05-15,EU,Europe
France,-21.1351,55.2471,5/15/20,441,0,354,2020-05-15,EU,Europe
France,17.9,-62.8333,5/15/20,6,0,6,2020-05-15,EU,Europe
France,18.0708,-63.0501,5/15/20,39,3,30,2020-05-15,EU,Europe
France,14.6415,-61.0242,5/15/20,192,14,91,2020-05-15,EU,Europe
France,46.2276,2.2137,5/15/20,177319,27485,59143,2020-05-15,EU,Europe
Gabon,-0.8037,11.6094,5/15/20,1209,10,219,2020-05-15,AF,Africa
Gambia,13.4432,-15.3101,5/15/20,23,1,10,2020-05-15,AF,Africa
Georgia,42.3154,43.3569,5/15/20,671,12,393,2020-05-15,AS,Asia
Germany,51.0,9.0,5/15/20,175233,7897,151597,2020-05-15,EU,Europe
Ghana,7.9465,-1.0232,5/15/20,5638,28,1460,2020-05-15,AF,Africa
Greece,39.0742,21.8243,5/15/20,2810,160,1374,2020-05-15,EU,Europe
Guatemala,15.7835,-90.2308,5/15/20,1643,30,135,2020-05-15,,North America
Guinea,9.9456,-9.6966,5/15/20,2473,15,895,2020-05-15,AF,Africa
Guyana,5.0,-58.75,5/15/20,116,10,43,2020-05-15,SA,South America
Haiti,18.9712,-72.2852,5/15/20,310,20,29,2020-05-15,,North America
Honduras,15.2,-86.2419,5/15/20,2460,134,264,2020-05-15,,North America
Hungary,47.1625,19.5033,5/15/20,3417,442,1287,2020-05-15,EU,Europe
Iceland,64.9631,-19.0208,5/15/20,1802,10,1782,2020-05-15,EU,Europe
India,21.0,78.0,5/15/20,85784,2753,30258,2020-05-15,AS,Asia
Indonesia,-0.7893,113.9213,5/15/20,16496,1076,3803,2020-05-15,AS,Asia
Iran,32.0,53.0,5/15/20,116635,6902,91836,2020-05-15,AS,Asia
Iraq,33.0,44.0,5/15/20,3193,117,2089,2020-05-15,AS,Asia
Ireland,53.1424,-7.6921,5/15/20,23956,1518,19470,2020-05-15,EU,Europe
Israel,31.0,35.0,5/15/20,16589,266,12587,2020-05-15,AS,Asia
Italy,43.0,12.0,5/15/20,223885,31610,120205,2020-05-15,EU,Europe
Jamaica,18.1096,-77.2975,5/15/20,511,9,121,2020-05-15,,North America
Japan,36.0,138.0,5/15/20,16203,713,10338,2020-05-15,AS,Asia
Jordan,31.24,36.51,5/15/20,596,9,401,2020-05-15,AS,Asia
Kazakhstan,48.0196,66.9237,5/15/20,5689,34,2707,2020-05-15,AS,Asia
Kenya,-0.0236,37.9062,5/15/20,781,45,284,2020-05-15,AF,Africa
South Korea,36.0,128.0,5/15/20,11037,262,9851,2020-05-15,AS,Asia
Kuwait,29.5,47.75,5/15/20,12860,96,3640,2020-05-15,AS,Asia
Kyrgyzstan,41.2044,74.7661,5/15/20,1111,14,745,2020-05-15,AS,Asia
Latvia,56.8796,24.6032,5/15/20,970,19,662,2020-05-15,EU,Europe
Lebanon,33.8547,35.8623,5/15/20,891,26,246,2020-05-15,AS,Asia
Liberia,6.4281,-9.4295,5/15/20,219,20,108,2020-05-15,AF,Africa
Liechtenstein,47.14,9.55,5/15/20,82,1,55,2020-05-15,EU,Europe
Lithuania,55.1694,23.8813,5/15/20,1523,54,965,2020-05-15,EU,Europe
Luxembourg,49.8153,6.1296,5/15/20,3923,104,3682,2020-05-15,EU,Europe
Madagascar,-18.7669,46.8691,5/15/20,238,0,112,2020-05-15,AF,Africa
Malaysia,2.5,112.5,5/15/20,6855,112,5439,2020-05-15,AS,Asia
Maldives,3.2028,73.2207,5/15/20,1031,4,49,2020-05-15,AS,Asia
Malta,35.9375,14.3754,5/15/20,532,6,458,2020-05-15,EU,Europe
Mauritania,21.0079,10.9408,5/15/20,29,3,7,2020-05-15,AF,Africa
Mauritius,-20.2,57.5,5/15/20,332,10,322,2020-05-15,AF,Africa
Mexico,23.6345,-102.5528,5/15/20,45032,4767,30451,2020-05-15,,North America
Moldova,47.4116,28.3699,5/15/20,5745,202,2228,2020-05-15,EU,Europe
Monaco,43.7333,7.4167,5/15/20,96,4,87,2020-05-15,EU,Europe
Mongolia,46.8625,103.8467,5/15/20,98,0,20,2020-05-15,AS,Asia
Montenegro,42.5,19.3,5/15/20,324,9,311,2020-05-15,EU,Europe
Morocco,31.7917,-7.0926,5/15/20,6652,190,3400,2020-05-15,AF,Africa
Namibia,-22.9576,18.4904,5/15/20,16,0,13,2020-05-15,AF,Africa
Nepal,28.1667,84.25,5/15/20,267,0,36,2020-05-15,AS,Asia
Netherlands,12.5186,-70.0358,5/15/20,101,3,93,2020-05-15,EU,Europe
Netherlands,12.1696,-68.99,5/15/20,16,1,14,2020-05-15,EU,Europe
Netherlands,18.0425,-63.0548,5/15/20,76,15,46,2020-05-15,EU,Europe
Netherlands,52.1326,5.2913,5/15/20,43681,5643,0,2020-05-15,EU,Europe
New Zealand,-40.9006,174.886,5/15/20,1498,21,1428,2020-05-15,OC,Oceania
Nicaragua,12.8654,-85.2072,5/15/20,25,8,7,2020-05-15,,North America
Niger,17.6078,8.0817,5/15/20,885,51,684,2020-05-15,AF,Africa
Nigeria,9.082,8.6753,5/15/20,5450,171,1320,2020-05-15,AF,Africa
North Macedonia,41.6086,21.7453,5/15/20,1740,97,1251,2020-05-15,EU,Europe
Norway,60.472,8.4689,5/15/20,8219,232,32,2020-05-15,EU,Europe
Oman,21.0,57.0,5/15/20,4625,20,1350,2020-05-15,AS,Asia
Pakistan,30.3753,69.3451,5/15/20,38799,834,10880,2020-05-15,AS,Asia
Panama,8.538,-80.7821,5/15/20,9268,266,6080,2020-05-15,,North America
Papua New Guinea,-6.315,143.9555,5/15/20,8,0,8,2020-05-15,OC,Oceania
Paraguay,-23.4425,-58.4438,5/15/20,759,11,193,2020-05-15,SA,South America
Peru,-9.19,-75.0152,5/15/20,84495,2392,27147,2020-05-15,SA,South America
Philippines,13.0,122.0,5/15/20,12091,806,2460,2020-05-15,AS,Asia
Poland,51.9194,19.1451,5/15/20,18016,907,6918,2020-05-15,EU,Europe
Portugal,39.3999,-8.2245,5/15/20,28583,1190,3328,2020-05-15,EU,Europe
Qatar,25.3548,51.1839,5/15/20,29425,14,3546,2020-05-15,AS,Asia
Romania,45.9432,24.9668,5/15/20,16437,1070,9370,2020-05-15,EU,Europe
Russia,60.0,90.0,5/15/20,262843,2418,58226,2020-05-15,EU,Europe
Rwanda,-1.9403,29.8739,5/15/20,287,0,177,2020-05-15,AF,Africa
Saint Lucia,13.9094,-60.9789,5/15/20,18,0,18,2020-05-15,,North America
Saint Vincent and the Grenadines,12.9843,-61.2872,5/15/20,17,0,14,2020-05-15,,North America
San Marino,43.9424,12.4578,5/15/20,652,41,189,2020-05-15,EU,Europe
Saudi Arabia,24.0,45.0,5/15/20,49176,292,21869,2020-05-15,AS,Asia
Senegal,14.4974,-14.4524,5/15/20,2310,25,890,2020-05-15,AF,Africa
Serbia,44.0165,21.0059,5/15/20,10438,225,4301,2020-05-15,EU,Europe
Seychelles,-4.6796,55.492,5/15/20,11,0,10,2020-05-15,AF,Africa
Singapore,1.2833,103.8333,5/15/20,26891,21,7248,2020-05-15,AS,Asia
Slovakia,48.669,19.699,5/15/20,1480,27,1131,2020-05-15,EU,Europe
Slovenia,46.1512,14.9955,5/15/20,1465,103,270,2020-05-15,EU,Europe
Somalia,5.1521,46.1996,5/15/20,1284,53,135,2020-05-15,AF,Africa
South Africa,-30.5595,22.9375,5/15/20,13524,247,6083,2020-05-15,AF,Africa
Spain,40.0,-4.0,5/15/20,230183,27459,144783,2020-05-15,EU,Europe
Sri Lanka,7.0,81.0,5/15/20,935,9,477,2020-05-15,AS,Asia
Sudan,12.8628,30.2176,5/15/20,1964,91,205,2020-05-15,AF,Africa
Suriname,3.9193,-56.0278,5/15/20,10,1,9,2020-05-15,SA,South America
Sweden,63.0,16.0,5/15/20,29207,3646,4971,2020-05-15,EU,Europe
Switzerland,46.8182,8.2275,5/15/20,30514,1878,27100,2020-05-15,EU,Europe
Tanzania,-6.369,34.8888,5/15/20,509,21,183,2020-05-15,AF,Africa
Thailand,15.0,101.0,5/15/20,3025,56,2854,2020-05-15,AS,Asia
Togo,8.6195,0.8248,5/15/20,263,11,96,2020-05-15,AF,Africa
Trinidad and Tobago,10.6918,-61.2225,5/15/20,116,8,107,2020-05-15,,North America
Tunisia,34.0,9.0,5/15/20,1035,45,802,2020-05-15,AF,Africa
Turkey,38.9637,35.2433,5/15/20,146457,4055,106133,2020-05-15,AS,Asia
Uganda,1.0,32.0,5/15/20,203,0,63,2020-05-15,AF,Africa
Ukraine,48.3794,31.1656,5/15/20,17330,476,4473,2020-05-15,EU,Europe
United Arab Emirates,24.0,54.0,5/15/20,21831,210,7328,2020-05-15,AS,Asia
United Kingdom,32.3078,-64.7505,5/15/20,122,9,66,2020-05-15,EU,Europe
United Kingdom,19.3133,-81.2546,5/15/20,94,1,55,2020-05-15,EU,Europe
United Kingdom,49.3723,-2.3644,5/15/20,549,43,457,2020-05-15,EU,Europe
United Kingdom,36.1408,-5.3536,5/15/20,147,0,144,2020-05-15,EU,Europe
United Kingdom,54.2361,-4.5481,5/15/20,334,24,285,2020-05-15,EU,Europe
United Kingdom,16.7425,-62.1874,5/15/20,11,1,8,2020-05-15,EU,Europe
United Kingdom,55.3781,-3.4360000000000004,5/15/20,236711,33998,0,2020-05-15,EU,Europe
Uruguay,-32.5228,-55.7658,5/15/20,732,19,553,2020-05-15,SA,South America
United States,37.0902,-95.7129,5/15/20,1442824,87530,250747,2020-05-15,,North America
Uzbekistan,41.3775,64.5853,5/15/20,2686,11,2158,2020-05-15,AS,Asia
Venezuela,6.4238,-66.5897,5/15/20,459,10,229,2020-05-15,SA,South America
Vietnam,16.0,108.0,5/15/20,314,0,260,2020-05-15,AS,Asia
Zambia,-15.4167,28.2833,5/15/20,654,7,124,2020-05-15,AF,Africa
Zimbabwe,-20.0,30.0,5/15/20,42,4,13,2020-05-15,AF,Africa
Canada,0.0,0.0,5/15/20,1,1,0,2020-05-15,,North America
Dominica,15.415,-61.371,5/15/20,16,0,15,2020-05-15,,North America
Grenada,12.1165,-61.679,5/15/20,22,0,14,2020-05-15,,North America
Mozambique,-18.665695,35.529562,5/15/20,119,0,0,2020-05-15,AF,Africa
Syria,34.802075,38.99681500000001,5/15/20,50,3,0,2020-05-15,AS,Asia
Timor-Leste,-8.874217,125.727539,5/15/20,24,0,0,2020-05-15,AS,Asia
Belize,13.1939,-59.5432,5/15/20,18,2,16,2020-05-15,,North America
Laos,19.85627,102.495496,5/15/20,19,0,14,2020-05-15,AS,Asia
Libya,26.3351,17.228331,5/15/20,64,3,28,2020-05-15,AF,Africa
Palestine,31.9522,35.2332,5/15/20,375,2,315,2020-05-15,AS,Asia
Guinea-Bissau,11.8037,-15.1804,5/15/20,913,3,26,2020-05-15,AF,Africa
Mali,17.570692,-3.996166000000001,5/15/20,806,46,455,2020-05-15,AF,Africa
Saint Kitts and Nevis,17.357822,-62.782998,5/15/20,15,0,14,2020-05-15,,North America
Canada,64.8255,-124.8457,5/15/20,5,0,0,2020-05-15,,North America
Canada,64.2823,-135.0,5/15/20,11,0,0,2020-05-15,,North America
Kosovo,42.602636,20.902977,5/15/20,944,29,690,2020-05-15,EU,Europe
Myanmar,21.9162,95.956,5/15/20,182,6,89,2020-05-15,AS,Asia
United Kingdom,18.2206,-63.0686,5/15/20,3,0,3,2020-05-15,EU,Europe
United Kingdom,18.4207,-64.64,5/15/20,8,1,6,2020-05-15,EU,Europe
United Kingdom,21.694000000000006,-71.7979,5/15/20,12,1,10,2020-05-15,EU,Europe
MS Zaandam,0.0,0.0,5/15/20,9,2,0,2020-05-15,EU,Europe
Botswana,-22.3285,24.6849,5/15/20,24,1,17,2020-05-15,AF,Africa
Burundi,-3.3731,29.9189,5/15/20,15,1,7,2020-05-15,AF,Africa
Sierra Leone,8.460555000000001,-11.779889,5/15/20,447,27,97,2020-05-15,AF,Africa
Malawi,-13.254307999999998,34.301525,5/15/20,63,3,24,2020-05-15,AF,Africa
United Kingdom,-51.7963,-59.5236,5/15/20,13,0,13,2020-05-15,EU,Europe
France,46.8852,-56.3159,5/15/20,1,0,1,2020-05-15,EU,Europe
South Sudan,6.877000000000002,31.307,5/15/20,236,4,4,2020-05-15,AF,Africa
Western Sahara,24.2155,-12.8858,5/15/20,6,0,6,2020-05-15,AS,Asia
Sao Tome and Principe,0.18636,6.613081,5/15/20,235,7,4,2020-05-15,AF,Africa
Yemen,15.552727,48.516388,5/15/20,106,15,1,2020-05-15,AS,Asia
Comoros,-11.6455,43.3333,5/15/20,11,1,3,2020-05-15,AF,Africa
Tajikistan,38.861034,71.276093,5/15/20,1118,33,0,2020-05-15,AS,Asia
Lesotho,-29.609988,28.233608,5/15/20,1,0,0,2020-05-15,AF,Africa
